indicator_id,Date,Hour,geo_id,value
1775,2025-01-05,11,8741,25646.8
1775,2025-01-05,12,8741,25849.0
1775,2025-01-05,13,8741,25688.3
1775,2025-01-05,14,8741,26202.8
1775,2025-01-05,15,8741,26182.8
1775,2025-01-05,16,8741,25529.3
1775,2025-01-05,17,8741,25536.0
1775,2025-01-05,18,8741,26356.5
1775,2025-01-05,19,8741,28171.0
1775,2025-01-05,20,8741,29137.8
1775,2025-01-05,21,8741,29846.0
1775,2025-01-05,22,8741,29992.0
1775,2025-01-05,23,8741,28099.5
1775,2025-01-05,24,8741,25728.0
1775,2025-01-06,1,8741,23459.0
1775,2025-01-06,2,8741,21586.0
1775,2025-01-06,3,8741,20000.5
1775,2025-01-06,4,8741,19244.5
1775,2025-01-06,5,8741,18880.3
1775,2025-01-06,6,8741,18895.0
1775,2025-01-06,7,8741,19479.8
1775,2025-01-06,8,8741,20210.3
1775,2025-01-06,9,8741,20611.0
1775,2025-01-06,10,8741,21885.8
1775,2025-01-06,11,8741,22651.3
1775,2025-01-06,12,8741,23240.0
1775,2025-01-06,13,8741,23392.8
1775,2025-01-06,14,8741,23436.5
1775,2025-01-06,15,8741,23350.0
1775,2025-01-06,16,8741,22659.5
1775,2025-01-06,17,8741,22678.3
1775,2025-01-06,18,8741,23549.3
1775,2025-01-06,19,8741,25306.8
1775,2025-01-06,20,8741,26690.8
1775,2025-01-06,21,8741,27984.5
1775,2025-01-06,22,8741,28494.5
1775,2025-01-06,23,8741,27333.8
1775,2025-01-06,24,8741,25078.5
1775,2025-01-07,1,8741,23937.0
1775,2025-01-07,2,8741,22159.8
1775,2025-01-07,3,8741,21054.0
1775,2025-01-07,4,8741,20697.8
1775,2025-01-07,5,8741,20645.5
1775,2025-01-07,6,8741,21570.8
1775,2025-01-07,7,8741,24656.0
1775,2025-01-07,8,8741,29043.5
1775,2025-01-07,9,8741,32296.5
1775,2025-01-07,10,8741,33557.5
1775,2025-01-07,11,8741,33640.5
1775,2025-01-07,12,8741,33417.0
1775,2025-01-07,13,8741,32998.0
1775,2025-01-07,14,8741,33128.0
1775,2025-01-07,15,8741,32996.5
1775,2025-01-07,16,8741,32910.0
1775,2025-01-07,17,8741,33335.5
1775,2025-01-07,18,8741,34274.5
1775,2025-01-07,19,8741,35707.5
1775,2025-01-07,20,8741,36368.0
1775,2025-01-07,21,8741,36574.8
1775,2025-01-07,22,8741,35933.0
1775,2025-01-07,23,8741,32184.0
1775,2025-01-07,24,8741,29078.3
1775,2025-01-08,1,8741,25666.3
1775,2025-01-08,2,8741,23693.3
1775,2025-01-08,3,8741,22525.8
1775,2025-01-08,4,8741,21985.8
1775,2025-01-08,5,8741,21885.8
1775,2025-01-08,6,8741,22612.0
1775,2025-01-08,7,8741,25303.5
1775,2025-01-08,8,8741,29497.5
1775,2025-01-08,9,8741,32573.5
1775,2025-01-08,10,8741,33318.8
1775,2025-01-08,11,8741,32972.8
1775,2025-01-08,12,8741,32473.3
1775,2025-01-08,13,8741,32013.3
1775,2025-01-08,14,8741,31922.0
1775,2025-01-08,15,8741,31800.5
1775,2025-01-08,16,8741,31700.3
1775,2025-01-08,17,8741,32071.3
1775,2025-01-08,18,8741,33051.8
1775,2025-01-08,19,8741,34889.0
1775,2025-01-08,20,8741,35436.5
1775,2025-01-08,21,8741,35687.8
1775,2025-01-08,22,8741,35031.3
1775,2025-01-08,23,8741,31588.0
1775,2025-01-08,24,8741,28291.8
1775,2025-01-09,1,8741,26100.5
1775,2025-01-09,2,8741,24188.5
1775,2025-01-09,3,8741,23027.5
1775,2025-01-09,4,8741,22460.3
1775,2025-01-09,5,8741,22369.5
1775,2025-01-09,6,8741,23078.3
1775,2025-01-09,7,8741,25908.3
1775,2025-01-09,8,8741,30341.3
1775,2025-01-09,9,8741,33022.3
1775,2025-01-09,10,8741,33346.5
1775,2025-01-09,11,8741,32885.8
1775,2025-01-09,12,8741,32062.3
1775,2025-01-09,13,8741,31587.3
1775,2025-01-09,14,8741,31608.3
1775,2025-01-09,15,8741,31561.3
1775,2025-01-09,16,8741,31555.0
1775,2025-01-09,17,8741,31848.8
1775,2025-01-09,18,8741,32765.8
1775,2025-01-09,19,8741,34351.3
1775,2025-01-09,20,8741,35065.5
1775,2025-01-09,21,8741,35757.0
1775,2025-01-09,22,8741,34746.8
1775,2025-01-09,23,8741,31555.0
1775,2025-01-09,24,8741,28339.3
1775,2025-01-10,1,8741,25883.5
1775,2025-01-10,2,8741,24028.0
1775,2025-01-10,3,8741,22893.3
1775,2025-01-10,4,8741,22347.5
1775,2025-01-10,5,8741,22259.0
1775,2025-01-10,6,8741,22875.8
1775,2025-01-10,7,8741,25670.5
1775,2025-01-10,8,8741,29908.3
1775,2025-01-10,9,8741,32589.5
1775,2025-01-10,10,8741,33109.5
1775,2025-01-10,11,8741,32587.3
1775,2025-01-10,12,8741,31859.0
1775,2025-01-10,13,8741,31386.0
1775,2025-01-10,14,8741,31319.3
1775,2025-01-10,15,8741,31154.3
1775,2025-01-10,16,8741,30836.0
1775,2025-01-10,17,8741,31021.3
1775,2025-01-10,18,8741,31976.8
1775,2025-01-10,19,8741,33584.0
1775,2025-01-10,20,8741,34172.8
1775,2025-01-10,21,8741,34608.3
1775,2025-01-10,22,8741,33810.5
1775,2025-01-10,23,8741,30660.8
1775,2025-01-10,24,8741,27801.5
1775,2025-01-11,1,8741,25776.0
1775,2025-01-11,2,8741,23937.0
1775,2025-01-11,3,8741,22560.0
1775,2025-01-11,4,8741,21816.5
1775,2025-01-11,5,8741,21442.0
1775,2025-01-11,6,8741,21440.8
1775,2025-01-11,7,8741,22360.5
1775,2025-01-11,8,8741,23995.0
1775,2025-01-11,9,8741,25630.8
1775,2025-01-11,10,8741,27237.0
1775,2025-01-11,11,8741,28025.3
1775,2025-01-11,12,8741,27564.5
1775,2025-01-11,13,8741,27020.8
1775,2025-01-11,14,8741,27126.8
1775,2025-01-11,15,8741,27097.8
1775,2025-01-11,16,8741,26627.8
1775,2025-01-11,17,8741,26579.0
1775,2025-01-11,18,8741,27291.8
1775,2025-01-11,19,8741,29155.8
1775,2025-01-11,20,8741,29854.8
1775,2025-01-11,21,8741,30586.0
1775,2025-01-11,22,8741,30399.0
1775,2025-01-11,23,8741,28269.3
1775,2025-01-11,24,8741,26046.8
1775,2025-01-12,1,8741,23937.0
1775,2025-01-12,2,8741,22131.5
1775,2025-01-12,3,8741,20785.0
1775,2025-01-12,4,8741,20027.0
1775,2025-01-12,5,8741,19690.5
1775,2025-01-12,6,8741,19732.3
1775,2025-01-12,7,8741,20356.3
1775,2025-01-12,8,8741,21407.0
1775,2025-01-12,9,8741,22516.5
1775,2025-01-12,10,8741,24030.8
1775,2025-01-12,11,8741,25138.8
1775,2025-01-12,12,8741,25505.3
1775,2025-01-12,13,8741,25229.3
1775,2025-01-12,14,8741,25689.5
1775,2025-01-12,15,8741,25598.0
1775,2025-01-12,16,8741,25028.5
1775,2025-01-12,17,8741,25039.5
1775,2025-01-12,18,8741,25742.3
1775,2025-01-12,19,8741,28099.5
1775,2025-01-12,20,8741,29317.3
1775,2025-01-12,21,8741,30453.0
1775,2025-01-12,22,8741,30492.5
1775,2025-01-12,23,8741,28545.8
1775,2025-01-12,24,8741,26271.8
1775,2025-01-13,1,8741,23829.3
1775,2025-01-13,2,8741,22139.3
1775,2025-01-13,3,8741,21067.5
1775,2025-01-13,4,8741,20656.3
1775,2025-01-13,5,8741,20765.3
1775,2025-01-13,6,8741,21718.3
1775,2025-01-13,7,8741,25130.5
1775,2025-01-13,8,8741,30398.0
1775,2025-01-13,9,8741,33836.0
1775,2025-01-13,10,8741,34388.8
1775,2025-01-13,11,8741,34133.8
1775,2025-01-13,12,8741,33505.8
1775,2025-01-13,13,8741,32910.3
1775,2025-01-13,14,8741,32901.5
1775,2025-01-13,15,8741,32545.8
1775,2025-01-13,16,8741,32462.8
1775,2025-01-13,17,8741,32840.3
1775,2025-01-13,18,8741,33770.3
1775,2025-01-13,19,8741,35701.3
1775,2025-01-13,20,8741,36792.5
1775,2025-01-13,21,8741,37445.8
1775,2025-01-13,22,8741,36532.5
1775,2025-01-13,23,8741,32655.8
1775,2025-01-13,24,8741,29049.8
1775,2025-01-14,1,8741,27169.0
1775,2025-01-14,2,8741,25281.8
1775,2025-01-14,3,8741,24049.3
1775,2025-01-14,4,8741,23534.0
1775,2025-01-14,5,8741,23493.8
1775,2025-01-14,6,8741,24315.3
1775,2025-01-14,7,8741,27275.0
1775,2025-01-14,8,8741,33128.8
1775,2025-01-14,9,8741,36082.0
1775,2025-01-14,10,8741,36148.0
1775,2025-01-14,11,8741,35624.0
1775,2025-01-14,12,8741,34645.5
1775,2025-01-14,13,8741,33933.3
1775,2025-01-14,14,8741,33771.8
1775,2025-01-14,15,8741,33462.3
1775,2025-01-14,16,8741,33505.3
1775,2025-01-14,17,8741,34082.5
1775,2025-01-14,18,8741,35141.5
1775,2025-01-14,19,8741,37331.3
1775,2025-01-14,20,8741,38375.5
1775,2025-01-14,21,8741,38800.8
1775,2025-01-14,22,8741,37542.3
1775,2025-01-14,23,8741,33912.0
1775,2025-01-14,24,8741,30198.3
1775,2025-01-15,1,8741,27911.0
1775,2025-01-15,2,8741,26020.5
1775,2025-01-15,3,8741,24813.0
1775,2025-01-15,4,8741,24293.0
1775,2025-01-15,5,8741,24208.5
1775,2025-01-15,6,8741,25030.8
1775,2025-01-15,7,8741,28107.3
1775,2025-01-15,8,8741,34625.3
1775,2025-01-15,9,8741,37247.8
1775,2025-01-15,10,8741,36886.5
1775,2025-01-15,11,8741,35973.8
1775,2025-01-15,12,8741,34815.8
1775,2025-01-15,13,8741,33991.8
1775,2025-01-15,14,8741,33784.5
1775,2025-01-15,15,8741,33578.5
1775,2025-01-15,16,8741,33508.8
1775,2025-01-15,17,8741,34058.3
1775,2025-01-15,18,8741,35217.0
1775,2025-01-15,19,8741,37725.3
1775,2025-01-15,20,8741,38827.0
1775,2025-01-15,21,8741,39567.5
1775,2025-01-15,22,8741,37812.0
1775,2025-01-15,23,8741,34456.0
1775,2025-01-15,24,8741,30897.5
1775,2025-01-16,1,8741,28250.0
1775,2025-01-16,2,8741,26341.3
1775,2025-01-16,3,8741,25103.8
1775,2025-01-16,4,8741,24524.8
1775,2025-01-16,5,8741,24345.5
1775,2025-01-16,6,8741,25077.0
1775,2025-01-16,7,8741,28392.5
1775,2025-01-16,8,8741,33707.8
1775,2025-01-16,9,8741,36857.0
1775,2025-01-16,10,8741,37134.5
1775,2025-01-16,11,8741,36319.3
1775,2025-01-16,12,8741,35187.5
1775,2025-01-16,13,8741,34312.3
1775,2025-01-16,14,8741,34099.5
1775,2025-01-16,15,8741,33924.8
1775,2025-01-16,16,8741,33993.0
1775,2025-01-16,17,8741,34448.5
1775,2025-01-16,18,8741,35446.5
1775,2025-01-16,19,8741,37454.5
1775,2025-01-16,20,8741,38673.0
1775,2025-01-16,21,8741,39336.0
1775,2025-01-16,22,8741,38197.3
1775,2025-01-16,23,8741,34813.8
1775,2025-01-16,24,8741,31202.3
1775,2025-01-17,1,8741,28204.3
1775,2025-01-17,2,8741,26241.8
1775,2025-01-17,3,8741,24947.8
1775,2025-01-17,4,8741,24362.0
1775,2025-01-17,5,8741,24223.5
1775,2025-01-17,6,8741,24957.3
1775,2025-01-17,7,8741,28260.5
1775,2025-01-17,8,8741,33384.8
1775,2025-01-17,9,8741,36522.3
1775,2025-01-17,10,8741,36769.5
1775,2025-01-17,11,8741,35968.0
1775,2025-01-17,12,8741,34800.8
1775,2025-01-17,13,8741,33881.8
1775,2025-01-17,14,8741,33496.3
1775,2025-01-17,15,8741,33150.3
1775,2025-01-17,16,8741,32888.3
1775,2025-01-17,17,8741,33250.5
1775,2025-01-17,18,8741,34231.8
1775,2025-01-17,19,8741,36086.8
1775,2025-01-17,20,8741,36937.3
1775,2025-01-17,21,8741,37441.5
1775,2025-01-17,22,8741,36730.8
1775,2025-01-17,23,8741,33460.5
1775,2025-01-17,24,8741,30370.5
1775,2025-01-18,1,8741,28053.5
1775,2025-01-18,2,8741,25886.8
1775,2025-01-18,3,8741,24350.3
1775,2025-01-18,4,8741,23433.5
1775,2025-01-18,5,8741,23058.5
1775,2025-01-18,6,8741,23093.8
1775,2025-01-18,7,8741,23988.0
1775,2025-01-18,8,8741,26480.8
1775,2025-01-18,9,8741,28156.3
1775,2025-01-18,10,8741,29887.0
1775,2025-01-18,11,8741,30708.8
1775,2025-01-18,12,8741,29982.3
1775,2025-01-18,13,8741,29170.0
1775,2025-01-18,14,8741,29104.3
1775,2025-01-18,15,8741,29082.0
1775,2025-01-18,16,8741,28495.0
1775,2025-01-18,17,8741,28519.5
1775,2025-01-18,18,8741,29276.0
1775,2025-01-18,19,8741,31498.8
1775,2025-01-18,20,8741,32717.8
1775,2025-01-18,21,8741,33685.0
1775,2025-01-18,22,8741,33288.3
1775,2025-01-18,23,8741,30849.3
1775,2025-01-18,24,8741,28345.3
1775,2025-01-19,1,8741,25949.5
1775,2025-01-19,2,8741,23948.0
1775,2025-01-19,3,8741,22474.5
1775,2025-01-19,4,8741,21496.3
1775,2025-01-19,5,8741,21148.3
1775,2025-01-19,6,8741,21200.0
1775,2025-01-19,7,8741,21894.0
1775,2025-01-19,8,8741,22970.0
1775,2025-01-19,9,8741,24222.8
1775,2025-01-19,10,8741,25831.5
1775,2025-01-19,11,8741,26873.8
1775,2025-01-19,12,8741,26995.8
1775,2025-01-19,13,8741,26642.0
1775,2025-01-19,14,8741,26949.3
1775,2025-01-19,15,8741,27141.5
1775,2025-01-19,16,8741,26566.3
1775,2025-01-19,17,8741,26643.0
1775,2025-01-19,18,8741,27470.3
1775,2025-01-19,19,8741,30016.3
1775,2025-01-19,20,8741,31808.3
1775,2025-01-19,21,8741,32903.3
1775,2025-01-19,22,8741,32742.5
1775,2025-01-19,23,8741,30722.0
1775,2025-01-19,24,8741,28150.0
1775,2025-01-20,1,8741,25618.8
1775,2025-01-20,2,8741,23712.3
1775,2025-01-20,3,8741,22575.3
1775,2025-01-20,4,8741,22082.8
1775,2025-01-20,5,8741,22131.3
1775,2025-01-20,6,8741,23162.8
1775,2025-01-20,7,8741,26863.8
1775,2025-01-20,8,8741,32015.3
1775,2025-01-20,9,8741,35528.5
1775,2025-01-20,10,8741,35999.8
1775,2025-01-20,11,8741,35477.5
1775,2025-01-20,12,8741,34748.0
1775,2025-01-20,13,8741,33906.5
1775,2025-01-20,14,8741,33890.8
1775,2025-01-20,15,8741,33409.8
1775,2025-01-20,16,8741,33442.0
1775,2025-01-20,17,8741,33904.8
1775,2025-01-20,18,8741,35061.8
1775,2025-01-20,19,8741,37038.0
1775,2025-01-20,20,8741,38257.0
1775,2025-01-20,21,8741,38659.5
1775,2025-01-20,22,8741,37465.0
1775,2025-01-20,23,8741,33679.5
1775,2025-01-20,24,8741,30187.0
1775,2025-01-21,1,8741,27099.8
1775,2025-01-21,2,8741,25214.0
1775,2025-01-21,3,8741,24011.0
1775,2025-01-21,4,8741,23518.8
1775,2025-01-21,5,8741,23462.3
1775,2025-01-21,6,8741,24274.0
1775,2025-01-21,7,8741,27509.3
1775,2025-01-21,8,8741,32367.5
1775,2025-01-21,9,8741,35305.5
1775,2025-01-21,10,8741,35524.3
1775,2025-01-21,11,8741,34713.8
1775,2025-01-21,12,8741,33761.5
1775,2025-01-21,13,8741,33047.3
1775,2025-01-21,14,8741,32879.0
1775,2025-01-21,15,8741,32537.3
1775,2025-01-21,16,8741,32473.8
1775,2025-01-21,17,8741,32958.0
1775,2025-01-21,18,8741,34032.0
1775,2025-01-21,19,8741,35968.8
1775,2025-01-21,20,8741,37188.3
1775,2025-01-21,21,8741,37807.5
1775,2025-01-21,22,8741,36505.3
1775,2025-01-21,23,8741,32839.0
1775,2025-01-21,24,8741,29418.3
1775,2025-01-22,1,8741,26965.5
1775,2025-01-22,2,8741,25087.8
1775,2025-01-22,3,8741,23825.8
1775,2025-01-22,4,8741,23353.5
1775,2025-01-22,5,8741,23289.8
1775,2025-01-22,6,8741,23990.5
1775,2025-01-22,7,8741,27099.8
1775,2025-01-22,8,8741,31620.0
1775,2025-01-22,9,8741,34241.5
1775,2025-01-22,10,8741,34491.0
1775,2025-01-22,11,8741,33938.3
1775,2025-01-22,12,8741,33143.0
1775,2025-01-22,13,8741,32531.5
1775,2025-01-22,14,8741,32380.0
1775,2025-01-22,15,8741,32116.0
1775,2025-01-22,16,8741,31963.0
1775,2025-01-22,17,8741,32248.3
1775,2025-01-22,18,8741,33096.3
1775,2025-01-22,19,8741,34910.8
1775,2025-01-22,20,8741,36148.3
1775,2025-01-22,21,8741,36905.3
1775,2025-01-22,22,8741,35610.5
1775,2025-01-22,23,8741,32011.5
1775,2025-01-22,24,8741,28735.0
1775,2025-01-23,1,8741,26615.0
1775,2025-01-23,2,8741,24814.0
1775,2025-01-23,3,8741,23638.8
1775,2025-01-23,4,8741,23125.3
1775,2025-01-23,5,8741,22999.5
1775,2025-01-23,6,8741,23716.0
1775,2025-01-23,7,8741,26797.3
1775,2025-01-23,8,8741,31282.3
1775,2025-01-23,9,8741,33812.8
1775,2025-01-23,10,8741,34011.8
1775,2025-01-23,11,8741,33539.5
1775,2025-01-23,12,8741,32921.5
1775,2025-01-23,13,8741,32407.5
1775,2025-01-23,14,8741,32373.8
1775,2025-01-23,15,8741,32168.3
1775,2025-01-23,16,8741,31867.3
1775,2025-01-23,17,8741,32034.8
1775,2025-01-23,18,8741,32806.3
1775,2025-01-23,19,8741,34566.8
1775,2025-01-23,20,8741,35839.0
1775,2025-01-23,21,8741,36640.5
1775,2025-01-23,22,8741,35449.5
1775,2025-01-23,23,8741,31852.5
1775,2025-01-23,24,8741,28540.5
1775,2025-01-24,1,8741,26274.8
1775,2025-01-24,2,8741,24536.5
1775,2025-01-24,3,8741,23347.0
1775,2025-01-24,4,8741,22867.3
1775,2025-01-24,5,8741,22782.3
1775,2025-01-24,6,8741,23485.3
1775,2025-01-24,7,8741,26409.5
1775,2025-01-24,8,8741,30637.8
1775,2025-01-24,9,8741,33060.3
1775,2025-01-24,10,8741,33487.8
1775,2025-01-24,11,8741,33124.5
1775,2025-01-24,12,8741,32382.8
1775,2025-01-24,13,8741,31831.8
1775,2025-01-24,14,8741,31610.0
1775,2025-01-24,15,8741,31334.5
1775,2025-01-24,16,8741,30829.8
1775,2025-01-24,17,8741,30813.8
1775,2025-01-24,18,8741,31517.5
1775,2025-01-24,19,8741,33003.8
1775,2025-01-24,20,8741,34082.5
1775,2025-01-24,21,8741,34757.5
1775,2025-01-24,22,8741,33922.0
1775,2025-01-24,23,8741,30574.3
1775,2025-01-24,24,8741,27767.8
1775,2025-01-25,1,8741,26375.5
1775,2025-01-25,2,8741,24581.5
1775,2025-01-25,3,8741,23149.5
1775,2025-01-25,4,8741,22469.3
1775,2025-01-25,5,8741,22075.5
1775,2025-01-25,6,8741,22132.8
1775,2025-01-25,7,8741,23033.5
1775,2025-01-25,8,8741,24718.3
1775,2025-01-25,9,8741,26341.0
1775,2025-01-25,10,8741,27937.3
1775,2025-01-25,11,8741,28749.3
1775,2025-01-25,12,8741,28327.5
1775,2025-01-25,13,8741,27650.0
1775,2025-01-25,14,8741,27721.5
1775,2025-01-25,15,8741,27624.5
1775,2025-01-25,16,8741,26960.3
1775,2025-01-25,17,8741,26778.5
1775,2025-01-25,18,8741,27484.0
1775,2025-01-25,19,8741,29372.8
1775,2025-01-25,20,8741,30502.8
1775,2025-01-25,21,8741,31090.5
1775,2025-01-25,22,8741,30946.3
1775,2025-01-25,23,8741,28698.0
1775,2025-01-25,24,8741,26359.5
1775,2025-01-26,1,8741,24318.0
1775,2025-01-26,2,8741,22556.5
1775,2025-01-26,3,8741,21268.0
1775,2025-01-26,4,8741,20536.0
1775,2025-01-26,5,8741,20186.8
1775,2025-01-26,6,8741,20245.5
1775,2025-01-26,7,8741,20879.3
1775,2025-01-26,8,8741,21903.3
1775,2025-01-26,9,8741,22846.5
1775,2025-01-26,10,8741,24325.5
1775,2025-01-26,11,8741,25326.0
1775,2025-01-26,12,8741,25525.0
1775,2025-01-26,13,8741,25353.5
1775,2025-01-26,14,8741,25817.3
1775,2025-01-26,15,8741,25998.5
1775,2025-01-26,16,8741,25256.5
1775,2025-01-26,17,8741,25190.5
1775,2025-01-26,18,8741,25976.8
1775,2025-01-26,19,8741,28272.0
1775,2025-01-26,20,8741,30051.8
1775,2025-01-26,21,8741,31070.8
1775,2025-01-26,22,8741,30762.8
1775,2025-01-26,23,8741,28647.8
1775,2025-01-26,24,8741,26087.0
1775,2025-01-27,1,8741,23895.8
1775,2025-01-27,2,8741,22348.3
1775,2025-01-27,3,8741,21407.3
1775,2025-01-27,4,8741,20984.8
1775,2025-01-27,5,8741,21032.0
1775,2025-01-27,6,8741,21904.3
1775,2025-01-27,7,8741,25265.3
1775,2025-01-27,8,8741,29942.3
1775,2025-01-27,9,8741,32621.5
1775,2025-01-27,10,8741,33093.0
1775,2025-01-27,11,8741,32863.8
1775,2025-01-27,12,8741,32372.0
1775,2025-01-27,13,8741,32102.8
1775,2025-01-27,14,8741,32064.3
1775,2025-01-27,15,8741,31604.3
1775,2025-01-27,16,8741,31225.0
1775,2025-01-27,17,8741,31253.3
1775,2025-01-27,18,8741,31910.3
1775,2025-01-27,19,8741,33322.3
1775,2025-01-27,20,8741,34851.8
1775,2025-01-27,21,8741,35535.5
1775,2025-01-27,22,8741,34237.8
1775,2025-01-27,23,8741,30747.3
1775,2025-01-27,24,8741,27554.8
1775,2025-01-28,1,8741,25811.0
1775,2025-01-28,2,8741,24239.0
1775,2025-01-28,3,8741,23273.5
1775,2025-01-28,4,8741,22835.0
1775,2025-01-28,5,8741,22745.5
1775,2025-01-28,6,8741,23547.0
1775,2025-01-28,7,8741,26440.3
1775,2025-01-28,8,8741,32269.0
1775,2025-01-28,9,8741,33965.5
1775,2025-01-28,10,8741,33731.8
1775,2025-01-28,11,8741,33453.8
1775,2025-01-28,12,8741,32983.8
1775,2025-01-28,13,8741,32702.8
1775,2025-01-28,14,8741,32784.0
1775,2025-01-28,15,8741,32519.8
1775,2025-01-28,16,8741,32324.0
1775,2025-01-28,17,8741,32503.0
1775,2025-01-28,18,8741,33378.3
1775,2025-01-28,19,8741,35180.8
1775,2025-01-28,20,8741,36341.5
1775,2025-01-28,21,8741,37038.0
1775,2025-01-28,22,8741,35569.5
1775,2025-01-28,23,8741,31700.8
1775,2025-01-28,24,8741,28411.3
1775,2025-01-29,1,8741,26492.0
1775,2025-01-29,2,8741,24847.3
1775,2025-01-29,3,8741,23810.8
1775,2025-01-29,4,8741,23336.5
1775,2025-01-29,5,8741,23206.3
1775,2025-01-29,6,8741,24011.3
1775,2025-01-29,7,8741,27183.3
1775,2025-01-29,8,8741,31857.8
1775,2025-01-29,9,8741,34282.3
1775,2025-01-29,10,8741,34570.3
1775,2025-01-29,11,8741,34372.3
1775,2025-01-29,12,8741,33878.3
1775,2025-01-29,13,8741,33238.0
1775,2025-01-29,14,8741,33326.3
1775,2025-01-29,15,8741,32891.0
1775,2025-01-29,16,8741,32770.3
1775,2025-01-29,17,8741,33006.5
1775,2025-01-29,18,8741,33803.5
1775,2025-01-29,19,8741,35455.3
1775,2025-01-29,20,8741,37071.8
1775,2025-01-29,21,8741,37533.0
1775,2025-01-29,22,8741,35913.3
1775,2025-01-29,23,8741,32280.8
1775,2025-01-29,24,8741,28979.8
1775,2025-01-30,1,8741,27255.8
1775,2025-01-30,2,8741,25490.0
