Datetime_hour,Gen.P48 Fotovoltaica,MD,IDA1,IDA2,Gen.P48 Eolica,Interconexiones P48,Demanda P48,Gen.P48 Total
2023-12-31 23:00:00,2.8,63.33,54.33,57.0,5520.1,525.9,21979.3,22640.6
2024-01-01 00:00:00,5.5,50.09,45.54,46.54,5528.0,229.7,21532.5,22561.3
2024-01-01 01:00:00,4.3,47.5,40.5,41.8,5155.8,-370.0,19869.1,21713.1
2024-01-01 02:00:00,2.7,43.5,38.95,34.53,4958.0,-58.1,18569.4,20250.0
2024-01-01 03:00:00,2.7,42.5,33.5,33.5,4915.2,-258.9,17979.8,20159.5
2024-01-01 04:00:00,2.8,42.09,35.99,32.09,5005.4,-279.0,18000.8,20852.2
2024-01-01 05:00:00,2.9,42.5,35.99,32.73,5084.1,-272.0,18291.7,20976.9
2024-01-01 06:00:00,4.3,42.59,36.04,36.04,5485.9,-319.0,18673.8,21156.5
2024-01-01 07:00:00,105.4,43.37,38.91,33.37,5758.2,-288.4,18419.2,20779.9
2024-01-01 08:00:00,1870.9,42.29,37.94,32.29,5700.2,-16.0,18810.2,22321.2
2024-01-01 09:00:00,5299.4,25.0,25.0,15.0,5727.4,-19.0,19931.7,24528.2
2024-01-01 10:00:00,8156.0,3.9,0.0,3.32,5956.1,-1023.2,21035.3,27115.0
2024-01-01 11:00:00,9779.4,3.2,3.2,3.2,6531.5,-2728.2,21345.6,29290.2
2024-01-01 12:00:00,10135.0,2.06,2.06,2.25,5644.6,-2932.7,21076.0,28880.7
2024-01-01 13:00:00,9884.7,1.73,1.73,1.73,6779.3,-3891.0,21356.3,29844.3
2024-01-01 14:00:00,9571.4,5.72,5.72,8.0,7709.0,-5504.6,20664.4,30711.1
2024-01-01 15:00:00,6411.8,18.49,18.49,18.49,7399.1,-3160.1,20580.4,27485.6
2024-01-01 16:00:00,2000.2,37.0,40.0,37.0,7926.0,-654.7,22375.5,25532.0
2024-01-01 17:00:00,77.5,47.5,49.5,48.5,8795.3,505.5,24763.1,25650.5
2024-01-01 18:00:00,22.2,54.97,53.98,53.0,8909.9,76.9,26221.7,26454.8
2024-01-01 19:00:00,13.6,60.9,60.9,56.25,9066.2,736.9,27169.5,26448.6
2024-01-01 20:00:00,7.7,60.0,60.0,55.35,9243.2,972.7,27416.3,26778.6
2024-01-01 21:00:00,13.8,47.5,47.51,47.52,9483.8,1038.8,25794.1,25709.2
2024-01-01 22:00:00,7.1,42.09,42.09,43.39,9541.6,-79.0,23330.2,24741.6
2024-01-01 23:00:00,2.3,37.8,37.01,37.96,9800.6,-119.0,21201.8,23961.3
2024-01-02 00:00:00,2.3,25.0,10.0,13.0,9672.6,-82.9,19201.8,23083.9
2024-01-02 01:00:00,2.2,3.99,0.06,0.0,9647.1,-417.4,18325.1,22990.9
2024-01-02 02:00:00,2.2,14.0,0.02,0.0,9498.5,-492.6,18048.6,22875.0
2024-01-02 03:00:00,2.2,10.0,0.0,0.0,8846.9,86.9,17909.6,22095.1
2024-01-02 04:00:00,2.3,14.54,0.09,0.2,9378.6,420.9,18781.3,22722.8
2024-01-02 05:00:00,2.4,36.29,33.99,36.45,10525.7,1132.3,21354.2,24176.9
2024-01-02 06:00:00,14.9,44.7,40.21,44.7,10877.7,871.2,25137.0,25883.3
2024-01-02 07:00:00,227.9,53.78,49.01,51.95,11134.7,1947.4,28073.7,26696.8
2024-01-02 08:00:00,2306.9,54.23,52.23,54.23,11581.6,1258.2,29975.4,29377.2
2024-01-02 09:00:00,5370.4,50.0,50.0,51.5,11545.8,-517.7,30378.4,31413.4
2024-01-02 10:00:00,7270.9,52.2,50.0,50.37,11996.0,-2315.6,30236.4,33318.0
2024-01-02 11:00:00,7749.4,45.0,41.6,43.0,12843.2,-3097.2,29891.2,34614.8
2024-01-02 12:00:00,7988.5,43.0,39.99,43.0,13394.2,-2461.8,30349.3,35931.3
2024-01-02 13:00:00,7590.7,43.0,39.99,43.0,14073.8,-3232.5,30403.0,36465.6
2024-01-02 14:00:00,6764.6,40.99,36.0,40.02,14550.0,-3194.0,30440.9,35886.9
2024-01-02 15:00:00,4553.6,43.66,39.99,42.08,14871.1,-1988.8,30391.8,34943.0
2024-01-02 16:00:00,1360.7,52.2,43.0,46.0,15602.9,-1952.6,31273.6,34630.2
2024-01-02 17:00:00,113.7,57.77,47.8,52.97,16106.4,-1546.9,32439.6,34602.5
2024-01-02 18:00:00,14.9,62.45,55.95,59.0,15977.0,-688.6,32874.8,33929.4
2024-01-02 19:00:00,11.0,58.0,48.01,57.06,16149.5,152.1,33273.9,33357.8
2024-01-02 20:00:00,10.4,52.83,46.3,49.88,16007.1,-693.8,32601.5,33361.3
2024-01-02 21:00:00,6.3,46.26,40.66,42.43,15660.0,-572.0,29925.5,31226.0
2024-01-02 22:00:00,6.2,40.1,33.99,33.1,14688.8,-54.0,26487.6,28806.1
2024-01-02 23:00:00,3.1,6.8,8.35,18.79,14988.7,-126.0,24219.7,28251.0
2024-01-03 00:00:00,6.7,3.2,3.2,6.44,14374.7,-344.6,22525.0,27296.5
2024-01-03 01:00:00,19.4,3.2,3.2,3.2,14194.0,-1026.3,21433.4,27085.6
2024-01-03 02:00:00,2.2,3.2,3.2,3.2,13560.5,-716.5,20927.5,26314.0
2024-01-03 03:00:00,18.7,3.2,3.2,3.2,13483.0,-1122.9,20736.7,26229.6
2024-01-03 04:00:00,6.4,2.21,3.2,3.2,13337.7,-237.9,21450.0,26106.8
2024-01-03 05:00:00,2.4,4.78,6.33,19.77,13589.6,537.6,23716.5,26725.8
2024-01-03 06:00:00,3.3,45.42,45.42,55.42,13376.7,760.6,27147.0,28004.8
2024-01-03 07:00:00,168.1,61.92,67.02,72.02,13071.0,1330.2,29713.4,28593.2
2024-01-03 08:00:00,1627.8,67.0,73.5,78.39,12857.3,803.1,30953.1,30866.0
2024-01-03 09:00:00,4063.2,63.6,69.96,75.21,12616.4,-29.5,31603.2,33017.7
2024-01-03 10:00:00,5272.4,57.1,68.1,71.76,12317.9,-634.0,31155.7,32424.7
2024-01-03 11:00:00,5716.9,55.0,67.99,69.49,12295.4,-733.0,30596.3,32364.1
2024-01-03 12:00:00,5879.6,55.42,68.41,71.77,12191.2,-1183.3,30998.2,32654.2
2024-01-03 13:00:00,5741.8,61.0,76.25,77.35,11833.4,-1420.8,30981.0,33613.4
2024-01-03 14:00:00,5101.2,66.03,71.13,76.38,10950.1,-1360.1,30328.2,32993.4
2024-01-03 15:00:00,3192.0,67.52,72.62,79.67,10051.5,-89.8,30248.0,31477.3
2024-01-03 16:00:00,961.5,89.57,89.57,89.89,9125.6,319.3,30814.5,31325.2
2024-01-03 17:00:00,128.2,94.2,94.21,94.41,8684.1,806.2,32010.9,31518.5
2024-01-03 18:00:00,19.5,104.35,104.35,104.2,8340.0,1316.4,32553.0,31443.2
2024-01-03 19:00:00,22.0,113.26,112.3,109.36,8199.6,1009.0,32992.0,32017.2
2024-01-03 20:00:00,12.4,113.26,112.3,110.0,7834.5,826.0,32057.6,30634.6
2024-01-03 21:00:00,15.0,94.2,89.93,88.92,7481.1,248.3,29556.3,28350.0
2024-01-03 22:00:00,11.9,86.58,82.13,84.36,7374.4,-464.9,26595.4,26193.2
2024-01-03 23:00:00,1.7,90.39,88.3,90.39,7607.5,-69.9,24527.6,24309.9
2024-01-04 00:00:00,1.8,87.0,86.99,83.89,7224.5,61.5,22662.1,22968.6
2024-01-04 01:00:00,1.8,80.21,73.95,72.99,6904.0,339.8,21635.6,22167.0
2024-01-04 02:00:00,1.7,70.1,71.0,70.1,6759.5,372.9,21115.0,21772.6
2024-01-04 03:00:00,1.7,66.86,71.0,73.56,6732.7,1500.9,20920.1,21497.0
2024-01-04 04:00:00,1.7,68.14,71.0,73.14,6694.5,1464.6,21565.4,21689.8
2024-01-04 05:00:00,1.9,86.74,80.99,82.06,6570.8,2521.3,24062.5,22354.5
2024-01-04 06:00:00,9.5,94.51,94.31,92.22,6864.2,2501.2,27249.7,24868.0
2024-01-04 07:00:00,131.3,96.0,96.01,96.0,7033.8,3060.0,29858.8,27175.3
2024-01-04 08:00:00,1232.4,98.13,98.13,98.13,7352.0,2747.9,31224.6,29586.6
2024-01-04 09:00:00,3208.4,95.0,91.0,95.0,7169.2,1799.7,31585.6,31245.9
2024-01-04 10:00:00,4522.8,90.35,90.35,91.34,6811.2,1457.9,31526.7,31853.8
2024-01-04 11:00:00,4639.6,89.0,89.0,91.51,6333.2,2080.9,31492.0,31146.1
2024-01-04 12:00:00,4858.2,85.96,85.96,91.0,6265.6,1625.4,31728.8,31313.4
2024-01-04 13:00:00,4480.2,92.11,92.11,97.34,5942.9,2781.7,31794.5,30972.8
2024-01-04 14:00:00,3700.5,98.62,93.62,98.62,5420.1,3010.6,31174.4,29823.8
2024-01-04 15:00:00,2228.6,99.5,94.5,99.0,5048.2,4047.9,31175.6,29162.6
2024-01-04 16:00:00,625.2,100.0,96.04,100.0,4913.5,4750.0,31313.8,27354.8
2024-01-04 17:00:00,70.4,102.57,98.58,99.97,4988.8,4217.1,32407.2,29256.1
2024-01-04 18:00:00,18.9,104.0,100.0,99.73,5247.0,3845.8,32790.6,29848.3
2024-01-04 19:00:00,23.7,105.18,100.18,100.18,5628.9,3342.1,32937.8,30437.9
2024-01-04 20:00:00,23.6,102.42,97.42,97.42,5858.5,4277.2,32295.8,28989.6
2024-01-04 21:00:00,12.4,99.41,94.41,90.56,5820.2,3649.9,29722.2,26872.5
2024-01-04 22:00:00,11.8,90.39,85.39,90.39,5710.6,2397.3,26712.4,25154.8
2024-01-04 23:00:00,1.1,86.08,86.13,88.73,5917.2,2799.0,24732.2,22656.4
2024-01-05 00:00:00,1.1,80.51,80.51,80.61,6145.3,1456.9,22846.5,22026.8
2024-01-05 01:00:00,1.1,77.01,77.01,75.0,6567.2,258.2,21449.4,22031.4
2024-01-05 02:00:00,1.1,70.67,70.62,65.67,7238.1,245.0,21058.1,22705.2
2024-01-05 03:00:00,1.1,61.1,57.88,58.55,7939.5,161.9,20881.2,22862.7
2024-01-05 04:00:00,1.1,68.26,65.26,64.61,8892.1,-1541.9,21454.3,24310.6
2024-01-05 05:00:00,2.1,75.0,75.0,72.78,9698.5,-1692.1,23618.2,25826.3
2024-01-05 06:00:00,2.0,86.39,90.89,90.88,10339.9,800.6,26592.6,26634.4
2024-01-05 07:00:00,163.0,90.88,95.11,96.0,11505.0,1206.4,28754.9,28482.0
2024-01-05 08:00:00,2243.6,90.0,92.55,93.1,12697.4,-450.1,30141.8,31960.9
2024-01-05 09:00:00,5833.4,76.47,81.47,81.47,13722.1,-3381.2,30294.2,35072.8
2024-01-05 10:00:00,8075.6,57.68,70.13,63.45,14805.0,-5483.5,29985.8,36733.0
2024-01-05 11:00:00,9198.0,45.87,59.89,60.0,16494.6,-6111.4,30001.6,39143.0
2024-01-05 12:00:00,9271.0,44.07,59.07,64.07,17158.8,-6018.3,30007.3,39662.4
2024-01-05 13:00:00,9226.8,40.0,57.0,57.0,17656.8,-6590.3,29703.9,40174.4
2024-01-05 14:00:00,8218.0,30.55,49.47,49.47,17530.0,-6243.8,28929.1,39157.1
2024-01-05 15:00:00,5772.1,44.37,74.08,76.43,17811.1,-6350.3,28674.7,37592.5
2024-01-05 16:00:00,1900.5,67.0,82.16,81.66,17397.4,-5133.1,28868.2,34877.6
2024-01-05 17:00:00,109.0,75.47,86.13,87.32,17419.6,-4315.7,29722.3,34339.5
2024-01-05 18:00:00,73.8,78.19,86.13,87.32,17057.8,-4537.8,30064.4,34835.4
2024-01-05 19:00:00,10.1,79.94,86.13,86.13,17045.6,-5026.2,30071.2,35830.4
2024-01-05 20:00:00,5.6,78.26,86.13,86.64,16677.0,-4719.5,30143.9,35690.4
2024-01-05 21:00:00,4.2,75.0,86.13,82.97,16238.5,-5017.9,27774.2,33443.2
2024-01-05 22:00:00,9.0,68.0,80.13,75.0,15877.4,-5506.1,25696.7,31472.8
2024-01-05 23:00:00,1.1,52.5,57.0,57.5,16280.7,-6061.7,24110.4,31389.2
2024-01-06 00:00:00,72.1,45.0,55.99,48.0,16286.0,-6488.5,22315.0,31390.5
2024-01-06 01:00:00,1.5,44.2,47.7,49.19,15983.5,-6232.6,20777.4,30191.5
2024-01-06 02:00:00,13.1,43.5,44.65,45.49,15594.8,-6384.2,19942.7,29495.6
2024-01-06 03:00:00,145.1,23.99,24.72,25.99,15354.7,-6673.4,19620.0,29696.4
2024-01-06 04:00:00,130.3,23.99,24.72,26.38,15204.9,-6838.4,19567.0,29845.2
2024-01-06 05:00:00,154.0,30.51,31.66,32.5,14786.3,-6120.3,19951.6,29318.6
2024-01-06 06:00:00,2.0,44.4,45.55,46.55,14170.0,-5262.9,20625.2,28785.4
2024-01-06 07:00:00,317.6,45.8,57.79,57.78,13912.2,-5390.4,21354.7,29237.1
2024-01-06 08:00:00,3633.1,45.0,49.5,47.64,13725.2,-6086.3,22785.0,32304.8
2024-01-06 09:00:00,8646.9,25.0,28.5,40.0,13468.4,-7008.6,24125.3,35489.6
2024-01-06 10:00:00,10876.8,4.0,4.0,8.99,13113.2,-6965.0,24520.7,36686.4
2024-01-06 11:00:00,11765.5,3.2,3.2,6.45,12941.5,-7492.0,24489.1,37287.0
2024-01-06 12:00:00,11682.2,3.2,3.2,5.0,12826.0,-7521.0,24613.6,37409.4
2024-01-06 13:00:00,11503.4,3.2,3.2,5.0,13037.7,-7500.0,24439.6,37493.5
2024-01-06 14:00:00,10240.5,3.2,3.2,5.0,12815.6,-7691.0,23422.1,36003.6
2024-01-06 15:00:00,7006.6,25.0,29.0,33.68,13477.8,-7501.3,23648.7,34640.7
2024-01-06 16:00:00,2188.1,65.0,67.23,65.0,13230.5,-6550.4,24566.7,32222.7
2024-01-06 17:00:00,117.4,85.96,89.26,89.25,13703.7,-5011.4,26666.4,33137.8
2024-01-06 18:00:00,22.5,92.05,95.35,97.04,13044.5,-4152.7,27663.6,33707.3
2024-01-06 19:00:00,12.1,92.14,97.89,95.14,12992.5,-3435.2,28441.3,33492.5
2024-01-06 20:00:00,12.7,88.0,95.83,93.0,12793.8,-1988.0,28741.8,31770.8
2024-01-06 21:00:00,7.4,86.57,93.55,90.58,12598.9,-3051.3,27407.9,31356.7
2024-01-06 22:00:00,16.0,79.87,83.17,81.7,12423.5,-4970.2,25535.8,31235.0
2024-01-06 23:00:00,1.9,84.08,84.08,86.0,11845.7,-3235.6,23537.2,27266.8
2024-01-07 00:00:00,1.9,79.82,79.82,82.0,11642.8,-4668.4,21671.8,26711.2
2024-01-07 01:00:00,8.2,76.76,76.76,80.0,11718.8,-5143.9,20378.5,26393.7
2024-01-07 02:00:00,1.9,73.46,75.45,77.59,11439.5,-5348.3,19515.5,25901.3
2024-01-07 03:00:00,1.9,71.86,76.16,75.0,11539.9,-5199.5,19087.4,26000.9
2024-01-07 04:00:00,1.9,72.08,76.08,76.0,11492.6,-5534.5,19292.1,26035.1
2024-01-07 05:00:00,3.6,74.9,74.04,78.0,11172.0,-5352.3,19893.0,25882.3
2024-01-07 06:00:00,3.0,77.69,77.67,80.62,10822.8,-4686.3,20620.8,25976.8
2024-01-07 07:00:00,302.8,81.79,78.79,84.0,10695.0,-4094.4,21840.2,26538.6
2024-01-07 08:00:00,3571.8,84.86,80.24,84.86,10404.3,-5465.6,23524.2,29970.0
2024-01-07 09:00:00,8876.1,61.0,68.0,70.0,10302.5,-6712.1,24816.2,33426.8
2024-01-07 10:00:00,11500.7,55.87,62.33,61.53,10447.9,-6954.0,25046.6,35472.0
2024-01-07 11:00:00,12438.0,50.6,59.16,60.0,10467.8,-7476.5,24581.2,36391.5
2024-01-07 12:00:00,12468.0,51.77,58.76,57.77,10959.4,-7568.0,25037.4,37092.9
2024-01-07 13:00:00,12304.3,49.98,59.16,59.98,11305.9,-7497.0,25798.3,37426.3
2024-01-07 14:00:00,11344.8,45.57,58.13,60.57,11263.1,-7717.0,25237.0,36748.0
2024-01-07 15:00:00,7783.0,60.0,66.3,67.28,11185.6,-7701.8,25200.1,34815.4
2024-01-07 16:00:00,2519.3,92.05,92.05,92.05,11141.4,-5420.9,26172.7,32014.8
2024-01-07 17:00:00,165.6,104.85,104.85,105.85,11546.4,-2477.6,29024.1,31589.9
2024-01-07 18:00:00,32.6,103.55,106.18,107.0,11944.9,-1405.3,30679.6,32875.9
2024-01-07 19:00:00,6.3,100.5,100.5,101.5,11788.3,-68.5,31777.5,32074.5
2024-01-07 20:00:00,5.7,95.89,95.89,95.89,11998.6,835.7,31831.0,31061.3
2024-01-07 21:00:00,5.3,91.17,88.57,91.17,11909.4,492.9,29557.5,29312.1
2024-01-07 22:00:00,5.3,83.86,83.86,83.86,11930.5,-2493.8,26705.9,29614.9
2024-01-07 23:00:00,2.1,86.97,88.36,87.27,11973.5,-2565.4,24264.9,28090.1
2024-01-08 00:00:00,2.1,84.18,88.18,88.44,11718.6,-3259.3,22391.1,27252.4
2024-01-08 01:00:00,2.5,81.53,86.53,87.69,11493.4,-2951.9,21430.6,26905.7
2024-01-08 02:00:00,2.0,78.79,78.79,82.0,11309.7,-3064.8,21114.8,26663.0
2024-01-08 03:00:00,2.0,78.43,78.43,82.43,11251.2,-3260.2,21059.5,26722.7
2024-01-08 04:00:00,62.0,82.1,86.13,88.9,11234.4,-3101.9,22097.8,27533.2
2024-01-08 05:00:00,6.3,94.3,90.33,94.16,10975.5,-3597.8,25367.5,29995.3
2024-01-08 06:00:00,3.0,111.07,109.56,105.9,10716.6,-3038.5,30374.0,33891.8
2024-01-08 07:00:00,350.0,120.4,125.7,120.4,10319.6,-622.6,33884.5,35148.6
2024-01-08 08:00:00,3444.3,116.98,118.71,114.0,9851.4,-1918.3,34540.1,37324.4
2024-01-08 09:00:00,7899.2,110.57,110.57,104.1,9233.2,-4391.4,34364.4,39311.0
2024-01-08 10:00:00,10276.0,103.0,100.42,102.86,8979.7,-6069.6,33510.0,41039.4
2024-01-08 11:00:00,10660.6,95.46,95.46,95.0,8663.0,-6181.6,33083.3,40732.0
2024-01-08 12:00:00,10179.3,93.88,89.26,91.45,8231.5,-5161.9,32926.8,39668.0
2024-01-08 13:00:00,9553.8,100.0,97.0,99.86,7727.5,-4621.3,32758.4,38325.2
2024-01-08 14:00:00,7809.4,107.98,104.97,104.1,7377.2,-4614.0,33101.0,38416.2
2024-01-08 15:00:00,5022.7,115.27,115.27,107.7,6732.5,-3470.2,33260.7,37847.2
2024-01-08 16:00:00,1465.2,125.17,125.17,125.17,6511.1,-1414.3,34682.6,37126.1
2024-01-08 17:00:00,123.2,129.99,129.99,127.09,6258.6,1271.4,36247.5,35829.1
2024-01-08 18:00:00,51.9,130.0,130.0,128.23,5942.2,1969.0,37297.1,36333.6
2024-01-08 19:00:00,51.7,133.28,133.28,130.28,5453.4,2598.0,37885.6,35998.6
2024-01-08 20:00:00,13.1,129.47,129.47,129.47,4746.1,2990.0,36865.9,34563.1
2024-01-08 21:00:00,12.6,115.42,115.94,115.42,4186.9,1545.0,33162.3,32172.8
2024-01-08 22:00:00,5.8,107.98,102.58,104.1,3253.2,984.0,29406.3,28861.3
2024-01-08 23:00:00,1.8,98.92,98.92,88.94,2652.0,812.9,26936.8,27220.4
2024-01-09 00:00:00,1.8,100.0,99.99,91.46,2316.5,1324.3,24833.2,24889.2
2024-01-09 01:00:00,1.8,98.43,96.46,90.0,1982.0,1143.6,23695.2,23866.6
2024-01-09 02:00:00,1.7,98.62,96.65,90.0,1661.0,1252.5,23408.0,23727.2
2024-01-09 03:00:00,1.7,97.15,94.15,89.85,1420.0,1495.6,23399.8,23369.2
2024-01-09 04:00:00,1.7,97.53,95.53,90.0,1234.7,2190.7,24141.0,23478.6
2024-01-09 05:00:00,8.8,102.79,100.43,97.79,1145.8,1833.7,27002.2,25769.5
2024-01-09 06:00:00,22.6,108.28,108.28,107.28,1214.8,831.2,32057.1,31527.9
2024-01-09 07:00:00,189.2,122.55,123.91,124.55,1158.8,1110.4,35129.3,34520.9
2024-01-09 08:00:00,1708.6,120.75,122.09,123.43,1019.6,1041.4,35611.6,35222.2
2024-01-09 09:00:00,4136.2,110.32,111.21,112.77,986.5,-553.0,35417.6,36298.9
2024-01-09 10:00:00,5596.8,107.67,107.67,109.99,960.2,-1383.4,35056.2,36740.6
2024-01-09 11:00:00,6442.2,107.01,107.01,107.02,880.2,-2310.0,34954.3,37671.3
2024-01-09 12:00:00,6164.0,106.48,106.48,106.66,806.5,-634.5,34670.3,35811.8
2024-01-09 13:00:00,5581.1,107.07,107.06,107.07,850.6,-2001.8,34856.5,37460.3
2024-01-09 14:00:00,4265.4,114.75,114.75,115.75,851.3,-2069.1,34949.6,37545.7
2024-01-09 15:00:00,2337.6,124.29,124.29,125.29,939.0,-1434.0,34976.5,37246.7
2024-01-09 16:00:00,660.0,137.35,137.35,138.35,1021.5,-709.2,35895.0,37247.0
2024-01-09 17:00:00,276.4,137.0,138.07,138.37,1395.4,-716.9,36812.5,38410.1
2024-01-09 18:00:00,210.6,138.95,139.15,139.85,1327.1,49.4,37791.2,38702.3
2024-01-09 19:00:00,44.5,148.01,148.01,148.71,1226.9,1793.0,37982.0,36513.2
2024-01-09 20:00:00,10.0,130.0,130.0,133.13,1482.4,1925.3,36989.6,35534.5
2024-01-09 21:00:00,10.2,111.86,111.85,111.86,1643.8,252.6,33083.1,33164.8
2024-01-09 22:00:00,12.0,106.11,106.1,105.11,1862.9,-482.8,29470.5,30351.3
2024-01-09 23:00:00,1.6,92.33,92.33,91.34,2238.3,1216.7,27078.8,26064.8
2024-01-10 00:00:00,1.7,90.12,90.12,87.54,2540.2,1319.4,25201.4,24337.2
2024-01-10 01:00:00,1.6,87.01,86.98,86.48,2788.3,633.5,23935.3,24422.3
2024-01-10 02:00:00,2.4,85.8,85.8,85.3,2958.9,816.1,23464.3,24320.8
2024-01-10 03:00:00,1.6,85.0,85.0,84.0,3026.0,1133.2,23457.7,23813.6
2024-01-10 04:00:00,1.6,86.3,86.3,86.15,3184.6,829.4,24254.4,24892.6
2024-01-10 05:00:00,1.7,95.0,94.85,94.0,3323.7,1204.8,27306.8,27371.0
2024-01-10 06:00:00,12.4,103.94,103.94,95.98,3578.6,1811.2,32228.2,31181.6
2024-01-10 07:00:00,124.8,121.4,121.4,114.54,3637.7,2106.0,35007.0,33678.0
2024-01-10 08:00:00,1283.2,121.4,121.4,116.4,3645.2,1669.0,35516.5,34724.5
2024-01-10 09:00:00,3371.2,105.38,105.38,101.38,3860.1,680.5,35732.4,36191.4
2024-01-10 10:00:00,4806.5,102.97,97.85,101.97,4267.2,-571.2,35743.7,37591.9
2024-01-10 11:00:00,5508.3,99.99,91.99,97.41,4508.7,-766.6,35752.1,37720.7
2024-01-10 12:00:00,5593.0,98.5,87.39,95.5,5048.2,-1188.0,36020.9,38785.9
2024-01-10 13:00:00,5340.2,94.76,85.12,93.26,5404.2,-1091.0,35922.8,38519.0
2024-01-10 14:00:00,4819.2,94.73,86.18,93.73,5615.2,-1268.7,35477.1,38277.8
2024-01-10 15:00:00,3442.4,99.37,86.93,96.39,5474.7,-723.8,35382.4,37034.2
2024-01-10 16:00:00,1289.1,102.7,102.7,102.7,5162.1,497.3,35393.0,35951.3
2024-01-10 17:00:00,111.4,111.29,111.29,111.29,5024.2,819.0,36527.4,36683.2
2024-01-10 18:00:00,36.7,121.4,121.4,121.4,5187.9,190.9,37369.6,38432.8
2024-01-10 19:00:00,23.8,120.0,120.0,122.0,5458.2,199.0,37817.9,38686.5
2024-01-10 20:00:00,14.4,107.71,107.71,107.11,6088.7,-221.2,36518.6,37849.6
2024-01-10 21:00:00,6.8,101.32,97.85,99.8,6773.6,-646.7,32648.4,34396.6
2024-01-10 22:00:00,4.4,92.68,85.0,88.68,7087.4,-1654.7,29110.8,31902.4
2024-01-10 23:00:00,6.4,91.75,91.75,90.1,7854.2,-1789.2,26889.5,29934.2
2024-01-11 00:00:00,5.5,86.18,87.39,87.39,8448.2,-2076.2,24762.3,28630.2
2024-01-11 01:00:00,1.5,82.1,87.1,88.1,8864.2,-2933.0,23636.7,28501.5
2024-01-11 02:00:00,1.5,80.0,86.01,86.99,9088.4,-3122.9,23417.0,29069.2
2024-01-11 03:00:00,1.5,79.6,85.67,83.85,9158.1,-2754.2,23251.7,28697.1
2024-01-11 04:00:00,1.5,81.1,87.11,85.54,8969.6,-2614.7,24234.9,29221.6
2024-01-11 05:00:00,1.7,85.91,89.11,89.11,8587.2,-981.4,27223.9,30129.4
2024-01-11 06:00:00,9.0,102.05,107.3,103.55,8194.5,564.0,32029.7,33491.2
2024-01-11 07:00:00,225.0,113.84,120.02,113.84,7478.6,1283.4,34885.5,35118.4
2024-01-11 08:00:00,2572.4,110.0,115.12,110.32,6992.9,537.1,35515.5,36553.4
2024-01-11 09:00:00,6566.0,97.63,100.83,97.64,6566.6,-1036.2,35492.0,38772.4
2024-01-11 10:00:00,8773.7,86.18,89.8,86.18,6514.6,-2441.0,34794.9,39884.8
2024-01-11 11:00:00,9621.0,83.89,87.89,84.89,6192.0,-2441.8,34008.7,39313.8
2024-01-11 12:00:00,9854.4,82.18,85.38,85.0,6290.8,-2421.0,33899.4,39505.0
2024-01-11 13:00:00,9743.9,83.0,85.0,85.0,5969.6,-2594.8,33498.6,39378.4
2024-01-11 14:00:00,8934.2,85.0,85.0,85.0,5921.8,-2525.2,33227.2,38953.3
2024-01-11 15:00:00,6053.0,97.63,98.0,98.73,6019.6,-2414.2,33363.2,37804.0
2024-01-11 16:00:00,2117.4,118.5,120.15,118.5,6102.9,-1539.6,34272.8,37140.8
2024-01-11 17:00:00,168.8,128.93,132.31,129.93,6617.4,-1463.4,36074.5,38607.9
2024-01-11 18:00:00,48.2,132.31,132.31,133.31,7173.2,-972.7,37349.7,39864.9
2024-01-11 19:00:00,20.5,117.93,117.93,118.0,7056.8,366.4,37995.3,38334.9
2024-01-11 20:00:00,22.5,108.33,105.52,108.33,6960.5,893.5,36851.6,37068.7
2024-01-11 21:00:00,9.7,100.0,95.02,98.01,6871.0,-93.5,33425.6,34867.8
2024-01-11 22:00:00,7.1,93.26,88.0,90.0,6782.2,-395.0,29433.8,31176.3
2024-01-11 23:00:00,11.1,88.98,83.08,84.0,6483.0,1221.3,27296.2,26629.7
2024-01-12 00:00:00,7.6,86.45,80.52,84.35,6381.6,-536.7,25345.4,26269.7
2024-01-12 01:00:00,13.0,84.99,77.99,80.89,6200.5,-981.3,24076.4,25569.2
2024-01-12 02:00:00,1.6,83.0,76.13,77.15,6037.8,-629.7,23956.7,25478.4
2024-01-12 03:00:00,1.5,83.14,76.14,75.86,5900.1,-421.3,23964.4,25456.7
2024-01-12 04:00:00,1.5,85.0,78.0,79.15,5814.1,-740.0,24572.4,26044.4
2024-01-12 05:00:00,1.7,89.0,85.44,88.5,5790.7,134.7,27815.4,28297.2
2024-01-12 06:00:00,33.8,102.77,103.8,103.65,5966.5,1657.0,32644.6,31411.4
2024-01-12 07:00:00,322.3,113.28,114.79,113.28,6049.4,1549.0,35450.7,34467.7
2024-01-12 08:00:00,3196.5,105.0,105.0,104.95,5948.0,1208.0,35937.0,35020.0
2024-01-12 09:00:00,7811.5,100.0,97.0,99.5,5575.8,893.7,35651.0,35542.3
2024-01-12 10:00:00,9994.4,94.58,94.58,94.08,4932.2,-983.2,34402.6,36121.3
2024-01-12 11:00:00,10617.0,92.0,92.0,91.85,4417.1,-1435.8,33857.0,36285.8
2024-01-12 12:00:00,10692.9,91.78,93.0,91.58,4058.6,-1556.4,33611.0,36303.7
2024-01-12 13:00:00,10675.9,90.1,90.1,90.1,3737.9,-1485.9,33033.2,35656.2
2024-01-12 14:00:00,9979.8,92.01,94.46,92.01,3487.8,-1326.9,32574.2,35255.9
