Datetime_hour,Gen T.Real Hidraulica,Gen T.Real Nuclear,Gen T.Real Eólica,MD,IDA1,IDA2,Demanda Real,Gen T.Real Fotovoltaica,Gen P48 Total
2024-01-01 00:00:00,3746.6,7095.8,5525.8,63.33,54.33,57.0,21863.4,29.0,22640.6
2024-01-01 01:00:00,3298.7,7096.2,5660.4,50.09,45.54,46.54,21200.7,29.0,22561.3
2024-01-01 02:00:00,2797.0,7097.4,5482.1,47.5,40.5,41.8,20033.1,29.0,21713.1
2024-01-01 03:00:00,1720.2,7097.7,5220.9,43.5,38.95,34.53,18867.7,29.0,20250.0
2024-01-01 04:00:00,881.3,7096.4,5216.5,42.5,33.5,33.5,18137.2,29.0,20159.5
2024-01-01 05:00:00,601.2,7093.8,5188.7,42.09,35.99,32.09,17881.2,29.0,20852.2
2024-01-01 06:00:00,792.4,7093.1,5247.3,42.5,35.99,32.73,18059.2,28.9,20976.9
2024-01-01 07:00:00,1066.0,7092.9,5423.6,42.59,36.04,36.04,18429.3,28.0,21156.5
2024-01-01 08:00:00,636.5,7093.4,5663.8,43.37,38.91,33.37,18439.3,47.3,20779.9
2024-01-01 09:00:00,-494.5,7093.3,5868.2,42.29,37.94,32.29,18739.5,1085.4,22321.2
2024-01-01 10:00:00,-1500.4,7093.8,5771.1,25.0,25.0,15.0,19864.8,4182.2,24528.2
2024-01-01 11:00:00,-2074.6,7094.8,5672.2,3.9,0.0,3.32,21004.6,7367.0,27115.0
2024-01-01 12:00:00,-2357.3,7094.2,6502.3,3.2,3.2,3.2,21181.8,9137.4,29290.2
2024-01-01 13:00:00,-2547.4,7093.9,6297.6,2.06,2.06,2.25,21358.8,9797.0,28880.7
2024-01-01 14:00:00,-2318.2,7093.4,6871.8,1.73,1.73,1.73,21436.7,10125.6,29844.3
2024-01-01 15:00:00,-2202.1,7092.7,7252.9,5.72,5.72,8.0,20749.2,10315.7,30711.1
2024-01-01 16:00:00,-1960.6,7092.6,7439.7,18.49,18.49,18.49,20887.3,6982.3,27485.6
2024-01-01 17:00:00,1511.2,7093.0,7311.6,37.0,40.0,37.0,22228.8,1856.6,25532.0
2024-01-01 18:00:00,4640.7,7091.0,8249.4,47.5,49.5,48.5,24787.9,62.2,25650.5
2024-01-01 19:00:00,5995.3,7091.7,9032.7,54.97,53.98,53.0,26178.9,32.2,26454.8
2024-01-01 20:00:00,6476.9,7091.9,9147.4,60.9,60.9,56.25,27187.3,31.2,26448.6
2024-01-01 21:00:00,6722.5,7090.1,8816.2,60.0,60.0,55.35,27455.1,31.0,26778.6
2024-01-01 22:00:00,5456.2,7091.5,8740.9,47.5,47.51,47.52,25878.8,30.9,25709.2
2024-01-01 23:00:00,3293.8,7092.8,9163.8,42.09,42.09,43.39,23516.4,30.1,24741.6
2024-01-02 00:00:00,619.2,7094.2,9665.1,37.8,37.01,37.96,21444.4,30.0,23961.3
2024-01-02 01:00:00,-1406.2,7090.6,9793.2,25.0,10.0,13.0,19714.2,30.0,23083.9
2024-01-02 02:00:00,-2261.0,7089.2,9697.0,3.99,0.06,0.0,18741.7,30.0,22990.9
2024-01-02 03:00:00,-2417.4,7089.5,9779.8,14.0,0.02,0.0,18329.4,30.0,22875.0
2024-01-02 04:00:00,-2418.6,7088.9,9289.1,10.0,0.0,0.0,18326.2,30.0,22095.1
2024-01-02 05:00:00,-2311.0,7086.7,9438.9,14.54,0.09,0.2,19013.2,30.0,22722.8
2024-01-02 06:00:00,-1625.6,7089.8,10321.8,36.29,33.99,36.45,21676.2,30.0,24176.9
2024-01-02 07:00:00,1541.9,7086.3,10956.7,44.7,40.21,44.7,25308.8,30.0,25883.3
2024-01-02 08:00:00,3426.2,7084.5,11423.8,53.78,49.01,51.95,28070.3,118.1,26696.8
2024-01-02 09:00:00,4633.7,7089.0,11503.2,54.23,52.23,54.23,29815.0,1866.6,29377.2
2024-01-02 10:00:00,3731.4,7092.5,11636.9,50.0,50.0,51.5,30574.2,5366.1,31413.4
2024-01-02 11:00:00,3325.0,7094.7,11804.9,52.2,50.0,50.37,30354.9,6717.5,33318.0
2024-01-02 12:00:00,2831.4,7089.6,12416.2,45.0,41.6,43.0,30383.9,6968.5,34614.8
2024-01-02 13:00:00,2412.8,7089.0,13235.5,43.0,39.99,43.0,30866.1,6790.4,35931.3
2024-01-02 14:00:00,2482.5,7090.8,14117.2,43.0,39.99,43.0,30977.0,6640.2,36465.6
2024-01-02 15:00:00,2124.4,7089.0,14528.0,40.99,36.0,40.02,30559.1,6219.0,35886.9
2024-01-02 16:00:00,2956.2,7088.0,14334.8,43.66,39.99,42.08,30437.1,3967.7,34943.0
2024-01-02 17:00:00,4896.8,7088.2,14683.9,52.2,43.0,46.0,31033.0,1161.9,34630.2
2024-01-02 18:00:00,6105.8,7090.8,15549.5,57.77,47.8,52.97,32441.2,36.8,34602.5
2024-01-02 19:00:00,6033.2,7091.2,15871.3,62.45,55.95,59.0,32815.4,9.8,33929.4
2024-01-02 20:00:00,5433.5,7090.9,16094.2,58.0,48.01,57.06,33395.4,9.0,33357.8
2024-01-02 21:00:00,5683.1,7090.3,16137.2,52.83,46.3,49.88,32888.2,9.0,33361.3
2024-01-02 22:00:00,3453.1,7091.4,15948.2,46.26,40.66,42.43,30019.2,9.0,31226.0
2024-01-02 23:00:00,922.0,6652.7,14088.2,40.1,33.99,33.1,26954.2,8.9,28806.1
2024-01-03 00:00:00,-808.9,7090.8,14748.5,6.8,8.35,18.79,24783.3,9.0,28251.0
2024-01-03 01:00:00,-1871.8,7091.2,14474.2,3.2,3.2,6.44,22885.1,8.2,27296.5
2024-01-03 02:00:00,-2211.7,7092.7,14149.9,3.2,3.2,3.2,21645.8,8.0,27085.6
2024-01-03 03:00:00,-2531.9,7089.6,13854.8,3.2,3.2,3.2,21093.8,8.0,26314.0
2024-01-03 04:00:00,-2383.6,7085.5,13685.6,3.2,3.2,3.2,20938.2,8.0,26229.6
2024-01-03 05:00:00,-2303.0,7083.6,13481.8,2.21,3.2,3.2,21512.5,8.0,26106.8
2024-01-03 06:00:00,-1327.7,7080.8,13588.6,4.78,6.33,19.77,23729.2,6.8,26725.8
2024-01-03 07:00:00,1487.9,7080.9,13558.2,45.42,45.42,55.42,26788.6,6.0,28004.8
2024-01-03 08:00:00,3823.7,7082.7,13442.2,61.92,67.02,72.02,29448.4,54.8,28593.2
2024-01-03 09:00:00,4976.1,7073.4,13178.8,67.0,73.5,78.39,31009.1,1124.5,30866.0
2024-01-03 10:00:00,4800.9,7069.2,12691.2,63.6,69.96,75.21,31638.7,3278.8,33017.7
2024-01-03 11:00:00,4105.8,7071.0,12312.0,57.1,68.1,71.76,31149.2,4760.2,32424.7
2024-01-03 12:00:00,3044.0,6668.2,11116.5,55.0,67.99,69.49,30680.2,5777.1,32364.1
2024-01-03 13:00:00,3419.8,7092.4,11593.9,55.42,68.41,71.77,31102.1,5894.8,32654.2
2024-01-03 14:00:00,4474.4,7091.2,11507.3,61.0,76.25,77.35,31047.2,5098.3,33613.4
2024-01-03 15:00:00,4525.8,7090.2,11060.0,66.03,71.13,76.38,30381.8,4196.1,32993.4
2024-01-03 16:00:00,4551.4,7089.0,10063.4,67.52,72.62,79.67,30184.6,2518.4,31477.3
2024-01-03 17:00:00,5944.0,7089.5,9264.0,89.57,89.57,89.89,30578.3,720.7,31325.2
2024-01-03 18:00:00,7279.6,7088.4,8969.3,94.2,94.21,94.41,31860.6,26.5,31518.5
2024-01-03 19:00:00,7598.8,7089.0,8878.6,104.35,104.35,104.2,32367.0,7.9,31443.2
2024-01-03 20:00:00,8001.2,7088.8,9308.3,113.26,112.3,109.36,32871.0,7.0,32017.2
2024-01-03 21:00:00,7375.2,7090.0,9590.0,113.26,112.3,110.0,32380.9,7.2,30634.6
2024-01-03 22:00:00,6168.2,7090.3,9726.8,94.2,89.93,88.92,29852.9,7.0,28350.0
2024-01-03 23:00:00,5382.8,7090.4,8909.6,86.58,82.13,84.36,27054.0,7.0,26193.2
2024-01-04 00:00:00,4271.4,7092.7,8288.3,90.39,88.3,90.39,24927.8,7.0,24309.9
2024-01-04 01:00:00,3001.8,7093.8,7757.6,87.0,86.99,83.89,23017.1,7.0,22968.6
2024-01-04 02:00:00,2261.2,7094.6,7320.9,80.21,73.95,72.99,21817.2,7.0,22167.0
2024-01-04 03:00:00,2049.8,7095.8,7107.5,70.1,71.0,70.1,21257.5,7.0,21772.6
2024-01-04 04:00:00,1045.6,7096.8,6939.6,66.86,71.0,73.56,21056.8,7.0,21497.0
2024-01-04 05:00:00,1275.8,7095.5,6982.6,68.14,71.0,73.14,21567.1,7.0,21689.8
2024-01-04 06:00:00,2093.4,7094.9,7066.4,86.74,80.99,82.06,23920.0,7.0,22354.5
2024-01-04 07:00:00,5354.2,7091.3,6973.8,94.51,94.31,92.22,27105.0,7.0,24868.0
2024-01-04 08:00:00,6921.8,7092.2,6876.8,96.0,96.01,96.0,29434.2,70.3,27175.3
2024-01-04 09:00:00,7588.1,7093.6,6450.0,98.13,98.13,98.13,31065.4,1093.0,29586.6
2024-01-04 10:00:00,7680.4,7091.0,6018.1,95.0,91.0,95.0,31603.8,2547.9,31245.9
2024-01-04 11:00:00,7915.2,7089.6,5538.9,90.35,90.35,91.34,31566.7,3459.8,31853.8
2024-01-04 12:00:00,7044.1,7091.4,5412.5,89.0,89.0,91.51,31562.4,4266.0,31146.1
2024-01-04 13:00:00,7074.6,7090.9,5332.3,85.96,85.96,91.0,31921.6,4009.7,31313.4
2024-01-04 14:00:00,7063.2,7092.0,5283.1,92.11,92.11,97.34,31786.6,3698.1,30972.8
2024-01-04 15:00:00,7097.7,7090.1,4764.9,98.62,93.62,98.62,31078.6,2675.3,29823.8
2024-01-04 16:00:00,7101.8,7091.2,4515.4,99.5,94.5,99.0,30851.2,1715.4,29162.6
2024-01-04 17:00:00,7754.2,7090.3,3927.5,100.0,96.04,100.0,31051.4,595.8,27354.8
2024-01-04 18:00:00,8891.0,7092.2,3893.2,102.57,98.58,99.97,32079.6,26.5,29256.1
2024-01-04 19:00:00,9280.5,7091.2,4498.0,104.0,100.0,99.73,32525.2,10.8,29848.3
2024-01-04 20:00:00,9563.4,7092.9,4551.9,105.18,100.18,100.18,33023.6,10.0,30437.9
2024-01-04 21:00:00,8264.1,7093.1,4865.2,102.42,97.42,97.42,32481.3,10.0,28989.6
2024-01-04 22:00:00,6696.4,7093.1,5265.3,99.41,94.41,90.56,29822.0,10.2,26872.5
2024-01-04 23:00:00,5978.8,7092.8,4981.8,90.39,85.39,90.39,27002.5,10.0,25154.8
2024-01-05 00:00:00,4104.4,7093.4,5215.2,86.08,86.13,88.73,24882.8,10.0,22656.4
2024-01-05 01:00:00,2864.8,7093.2,6480.9,80.51,80.51,80.61,22988.2,10.0,22026.8
2024-01-05 02:00:00,2564.2,7093.6,6361.0,77.01,77.01,75.0,21780.8,10.0,22031.4
2024-01-05 03:00:00,2194.7,7094.7,6285.2,70.67,70.62,65.67,21035.2,10.0,22705.2
2024-01-05 04:00:00,1575.5,7095.8,7237.6,61.1,57.88,58.55,20837.3,10.0,22862.7
2024-01-05 05:00:00,2249.1,7094.0,8287.4,68.26,65.26,64.61,21348.9,10.0,24310.6
2024-01-05 06:00:00,3382.9,7092.0,9307.1,75.0,75.0,72.78,23280.5,10.0,25826.3
2024-01-05 07:00:00,3707.6,7091.8,10164.6,86.39,90.89,90.88,26289.4,10.0,26634.4
2024-01-05 08:00:00,4536.7,7092.8,10922.2,90.88,95.11,96.0,28490.0,75.5,28482.0
2024-01-05 09:00:00,4784.2,7094.7,12050.9,90.0,92.55,93.1,30070.8,2122.1,31960.9
2024-01-05 10:00:00,3367.3,7094.1,12769.4,76.47,81.47,81.47,30321.5,6209.9,35072.8
2024-01-05 11:00:00,2474.0,7093.2,13595.0,57.68,70.13,63.45,30087.2,8365.9,36733.0
2024-01-05 12:00:00,1299.9,7093.2,15102.2,45.87,59.89,60.0,30031.8,8800.1,39143.0
2024-01-05 13:00:00,-42.7,7090.9,16757.4,44.07,59.07,64.07,30070.6,8454.2,39662.4
2024-01-05 14:00:00,-707.8,7091.2,17362.6,40.0,57.0,57.0,29797.6,8659.8,40174.4
2024-01-05 15:00:00,-964.0,7092.3,17415.0,30.55,49.47,49.47,28900.1,7798.2,39157.1
2024-01-05 16:00:00,499.7,7091.8,17359.3,44.37,74.08,76.43,28612.2,5735.5,37592.5
2024-01-05 17:00:00,2795.8,7093.8,17332.1,67.0,82.16,81.66,28891.2,1883.3,34877.6
2024-01-05 18:00:00,4843.8,7092.2,17151.5,75.47,86.13,87.32,29732.6,77.8,34339.5
2024-01-05 19:00:00,5462.3,7091.2,16557.4,78.19,86.13,87.32,29878.2,40.5,34835.4
2024-01-05 20:00:00,6790.3,7092.8,15822.2,79.94,86.13,86.13,30191.2,38.0,35830.4
2024-01-05 21:00:00,6644.8,7092.9,15330.2,78.26,86.13,86.64,29917.2,38.0,35690.4
2024-01-05 22:00:00,5422.8,7090.9,15434.8,75.0,86.13,82.97,28011.2,37.6,33443.2
2024-01-05 23:00:00,4196.1,7091.8,15001.2,68.0,80.13,75.0,25902.4,37.0,31472.8
2024-01-06 00:00:00,3924.1,7091.2,14663.2,52.5,57.0,57.5,24205.2,37.3,31389.2
2024-01-06 01:00:00,2565.2,7091.8,14642.2,45.0,55.99,48.0,22319.0,37.1,31390.5
2024-01-06 02:00:00,1329.2,7092.4,14548.9,44.2,47.7,49.19,20907.7,37.0,30191.5
2024-01-06 03:00:00,831.4,7094.2,14313.9,43.5,44.65,45.49,20054.9,37.0,29495.6
2024-01-06 04:00:00,996.2,7094.1,14113.3,23.99,24.72,25.99,19647.9,37.0,29696.4
2024-01-06 05:00:00,1260.0,7096.1,13776.3,23.99,24.72,26.38,19586.1,37.1,29845.2
2024-01-06 06:00:00,1173.8,7096.4,13591.2,30.51,31.66,32.5,19933.3,37.7,29318.6
2024-01-06 07:00:00,1543.8,7096.9,12957.4,44.4,45.55,46.55,20609.4,19.3,28785.4
2024-01-06 08:00:00,2811.8,7095.4,12404.7,45.8,57.79,57.78,21343.2,102.2,29237.1
2024-01-06 09:00:00,2631.0,7094.9,12130.0,45.0,49.5,47.64,22753.2,3047.5,32304.8
2024-01-06 10:00:00,290.8,6646.8,11340.6,25.0,28.5,40.0,24271.0,8656.2,35489.6
2024-01-06 11:00:00,-1602.5,7093.0,12260.8,4.0,4.0,8.99,24625.3,10843.4,36686.4
2024-01-06 12:00:00,-1801.9,7092.2,12139.1,3.2,3.2,6.45,24527.8,11150.7,37287.0
2024-01-06 13:00:00,-1434.0,7093.0,11978.1,3.2,3.2,5.0,24652.2,10973.7,37409.4
2024-01-06 14:00:00,-1501.0,7094.1,12163.5,3.2,3.2,5.0,24354.1,10614.0,37493.5
2024-01-06 15:00:00,-2022.1,7095.2,12519.2,3.2,3.2,5.0,23449.2,9902.4,36003.6
2024-01-06 16:00:00,269.1,7094.3,12755.0,25.0,29.0,33.68,23652.8,6673.3,34640.7
2024-01-06 17:00:00,4532.2,7092.7,12145.5,65.0,67.23,65.0,24477.5,1833.9,32222.7
2024-01-06 18:00:00,6969.5,7095.3,11435.2,85.96,89.26,89.25,26566.2,95.5,33137.8
2024-01-06 19:00:00,7250.9,7096.2,11297.4,92.05,95.35,97.04,27611.5,34.8,33707.3
2024-01-06 20:00:00,7458.6,7094.8,11742.7,92.14,97.89,95.14,28357.0,11.4,33492.5
2024-01-06 21:00:00,6985.1,7096.2,11698.0,88.0,95.83,93.0,28743.3,11.0,31770.8
2024-01-06 22:00:00,6863.1,7095.1,11502.8,86.57,93.55,90.58,27496.1,11.0,31356.7
2024-01-06 23:00:00,6797.3,7095.6,11654.3,79.87,83.17,81.7,25613.6,11.0,31235.0
2024-01-07 00:00:00,3766.6,7095.5,11526.1,84.08,84.08,86.0,23742.0,10.8,27266.8
2024-01-07 01:00:00,3230.8,7095.4,11114.3,79.82,79.82,82.0,21834.9,10.0,26711.2
2024-01-07 02:00:00,2824.7,7092.5,11030.0,76.76,76.76,80.0,20473.8,10.0,26393.7
2024-01-07 03:00:00,2145.2,7090.5,10975.9,73.46,75.45,77.59,19668.7,10.0,25901.3
2024-01-07 04:00:00,1760.6,7090.2,10825.8,71.86,76.16,75.0,19230.8,10.0,26000.9
2024-01-07 05:00:00,2356.8,7087.6,10786.1,72.08,76.08,76.0,19350.2,10.0,26035.1
2024-01-07 06:00:00,2885.6,7085.4,10658.1,74.9,74.04,78.0,19875.6,10.0,25882.3
2024-01-07 07:00:00,2970.9,6709.8,9982.4,77.69,77.67,80.62,20867.5,10.0,25976.8
2024-01-07 08:00:00,3341.9,7088.0,10440.1,81.79,78.79,84.0,21762.1,93.7,26538.6
2024-01-07 09:00:00,3430.6,7088.7,9986.8,84.86,80.24,84.86,23142.6,2827.0,29970.0
2024-01-07 10:00:00,2202.8,7086.7,9478.1,61.0,68.0,70.0,24423.2,8631.0,33426.8
2024-01-07 11:00:00,919.2,7087.9,9489.0,55.87,62.33,61.53,24766.2,10809.9,35472.0
2024-01-07 12:00:00,-202.3,7092.8,10078.8,50.6,59.16,60.0,24766.6,11478.8,36391.5
2024-01-07 13:00:00,-308.2,7092.9,10812.8,51.77,58.76,57.77,25237.4,11373.2,37092.9
2024-01-07 14:00:00,-435.9,7092.9,11022.2,49.98,59.16,59.98,25835.6,11661.7,37426.3
2024-01-07 15:00:00,-1018.2,7093.3,11093.8,45.57,58.13,60.57,25261.3,11307.9,36748.0
2024-01-07 16:00:00,463.2,7097.5,10994.2,60.0,66.3,67.28,25184.0,8336.4,34815.4
2024-01-07 17:00:00,4214.1,7097.7,10695.4,92.05,92.05,92.05,26104.2,2484.6,32014.8
2024-01-07 18:00:00,6884.0,7096.6,11187.0,104.85,104.85,105.85,28979.3,88.2,31589.9
2024-01-07 19:00:00,7368.0,7093.3,11409.2,103.55,106.18,107.0,30585.4,45.0,32875.9
2024-01-07 20:00:00,6929.4,7092.2,11860.5,100.5,100.5,101.5,31776.4,43.0,32074.5
2024-01-07 21:00:00,6698.2,7096.2,11949.8,95.89,95.89,95.89,31885.2,42.9,31061.3
2024-01-07 22:00:00,5113.5,7095.6,11762.3,91.17,88.57,91.17,29675.2,42.2,29312.1
2024-01-07 23:00:00,4629.3,7097.2,11632.7,83.86,83.86,83.86,26742.8,42.2,29614.9
2024-01-08 00:00:00,2198.2,7096.9,11779.7,86.97,88.36,87.27,24327.3,42.2,28090.1
2024-01-08 01:00:00,1217.2,7098.5,11594.8,84.18,88.18,88.44,22521.6,42.2,27252.4
2024-01-08 02:00:00,297.0,7098.2,11587.5,81.53,86.53,87.69,21536.5,42.5,26905.7
2024-01-08 03:00:00,253.7,7097.5,11379.6,78.79,78.79,82.0,21210.2,42.2,26663.0
2024-01-08 04:00:00,489.4,7097.2,10941.2,78.43,78.43,82.43,21246.7,12.7,26722.7
2024-01-08 05:00:00,1293.5,7098.2,10598.6,82.1,86.13,88.9,22084.2,10.0,27533.2
2024-01-08 06:00:00,4353.8,7097.0,10387.7,94.3,90.33,94.16,25299.3,10.0,29995.3
2024-01-08 07:00:00,6929.7,7097.4,10250.4,111.07,109.56,105.9,30479.5,10.0,33891.8
2024-01-08 08:00:00,7995.2,7095.8,9745.9,120.4,125.7,120.4,34005.6,133.0,35148.6
2024-01-08 09:00:00,7661.4,7095.2,9297.4,116.98,118.71,114.0,34735.6,3065.1,37324.4
2024-01-08 10:00:00,6924.8,7095.8,8633.8,110.57,110.57,104.1,34249.5,7385.2,39311.0
2024-01-08 11:00:00,6777.2,7095.7,8043.2,103.0,100.42,102.86,33462.2,9159.6,41039.4
2024-01-08 12:00:00,6343.6,7095.8,7751.2,95.46,95.46,95.0,32958.8,9547.6,40732.0
2024-01-08 13:00:00,5774.6,7096.0,7849.3,93.88,89.26,91.45,32769.9,9363.8,39668.0
2024-01-08 14:00:00,5664.9,7095.7,7410.8,100.0,97.0,99.86,32824.3,9112.2,38325.2
2024-01-08 15:00:00,6719.5,7095.1,6974.8,107.98,104.97,104.1,33041.3,7656.9,38416.2
2024-01-08 16:00:00,7606.0,7098.4,6019.6,115.27,115.27,107.7,33391.8,4576.4,37847.2
2024-01-08 17:00:00,9121.5,6926.6,5256.9,125.17,125.17,125.17,34505.2,1183.7,37126.1
2024-01-08 18:00:00,9271.4,7094.5,5004.0,129.99,129.99,127.09,36127.7,122.8,35829.1
2024-01-08 19:00:00,9891.8,7094.1,5104.8,130.0,130.0,128.23,37185.2,102.6,36333.6
2024-01-08 20:00:00,10212.1,7094.0,4576.5,133.28,133.28,130.28,37863.7,111.0,35998.6
2024-01-08 21:00:00,9618.0,7095.9,4050.5,129.47,129.47,129.47,36887.2,110.0,34563.1
2024-01-08 22:00:00,8177.7,7094.7,3715.8,115.42,115.94,115.42,33140.0,110.0,32172.8
2024-01-08 23:00:00,7020.8,7095.2,3428.2,107.98,102.58,104.1,29485.5,110.0,28861.3
2024-01-09 00:00:00,5749.1,7093.3,2692.7,98.92,98.92,88.94,27125.8,110.0,27220.4
2024-01-09 01:00:00,4478.0,7094.2,2063.4,100.0,99.99,91.46,25182.3,110.0,24889.2
2024-01-09 02:00:00,4129.4,7093.2,1713.1,98.43,96.46,90.0,23993.8,110.0,23866.6
2024-01-09 03:00:00,3870.2,7094.3,1269.7,98.62,96.65,90.0,23453.5,110.0,23727.2
2024-01-09 04:00:00,3591.9,7093.3,1277.8,97.15,94.15,89.85,23446.3,110.0,23369.2
2024-01-09 05:00:00,3786.2,7093.2,970.0,97.53,95.53,90.0,24125.7,110.0,23478.6
2024-01-09 06:00:00,5335.3,7093.4,817.0,102.79,100.43,97.79,27074.9,110.0,25769.5
2024-01-09 07:00:00,7932.8,7090.3,706.3,108.28,108.28,107.28,31845.7,107.5,31527.9
2024-01-09 08:00:00,9296.5,7090.6,616.6,122.55,123.91,124.55,34838.6,163.5,34520.9
2024-01-09 09:00:00,9124.4,7087.4,651.2,120.75,122.09,123.43,35525.1,1558.9,35222.2
2024-01-09 10:00:00,8394.5,7086.2,845.6,110.32,111.21,112.77,35592.4,4589.2,36298.9
2024-01-09 11:00:00,7197.7,7087.2,820.8,107.67,107.67,109.99,35016.9,6022.1,36740.6
2024-01-09 12:00:00,7086.0,7089.8,789.3,107.01,107.01,107.02,34752.3,6375.6,37671.3
2024-01-09 13:00:00,6827.8,7089.2,755.0,106.48,106.48,106.66,35010.3,5808.3,35811.8
2024-01-09 14:00:00,7823.6,7090.7,785.5,107.07,107.06,107.07,34995.1,4879.2,37460.3
2024-01-09 15:00:00,8025.1,7092.0,885.9,114.75,114.75,115.75,34769.5,3470.2,37545.7
2024-01-09 16:00:00,8610.3,7091.8,866.2,124.29,124.29,125.29,34747.9,1787.6,37246.7
2024-01-09 17:00:00,9677.7,7092.2,718.8,137.35,137.35,138.35,35327.5,468.8,37247.0
2024-01-09 18:00:00,10812.9,7090.6,703.6,137.0,138.07,138.37,36656.1,28.8,38410.1
2024-01-09 19:00:00,11033.9,7093.2,699.9,138.95,139.15,139.85,37538.8,18.1,38702.3
2024-01-09 20:00:00,10661.6,7095.6,850.0,148.01,148.01,148.71,37994.3,17.3,36513.2
2024-01-09 21:00:00,9258.6,7098.8,1098.1,130.0,130.0,133.13,36962.6,17.0,35534.5
2024-01-09 22:00:00,8111.5,7098.2,1391.9,111.86,111.85,111.86,33300.2,16.9,33164.8
2024-01-09 23:00:00,6608.9,7097.5,1892.1,106.11,106.1,105.11,29565.2,16.2,30351.3
2024-01-10 00:00:00,5855.3,7096.9,2224.2,92.33,92.33,91.34,27237.1,16.3,26064.8
2024-01-10 01:00:00,4962.4,7097.4,2305.8,90.12,90.12,87.54,25283.4,17.0,24337.2
2024-01-10 02:00:00,4130.4,7097.2,2423.2,87.01,86.98,86.48,23947.2,16.9,24422.3
2024-01-10 03:00:00,3601.2,7099.0,2826.2,85.8,85.8,85.3,23495.6,16.9,24320.8
2024-01-10 04:00:00,3097.5,7096.8,2959.9,85.0,85.0,84.0,23481.6,16.6,23813.6
2024-01-10 05:00:00,3179.0,7096.1,2795.5,86.3,86.3,86.15,24164.8,16.8,24892.6
2024-01-10 06:00:00,4508.6,7093.2,2735.2,95.0,94.85,94.0,27132.6,17.0,27371.0
2024-01-10 07:00:00,7041.4,7094.2,2670.7,103.94,103.94,95.98,31890.8,17.0,31181.6
2024-01-10 08:00:00,8377.8,7093.9,2767.5,121.4,121.4,114.54,34768.6,73.7,33678.0
2024-01-10 09:00:00,8741.6,7093.3,2882.5,121.4,121.4,116.4,35647.2,953.0,34724.5
2024-01-10 10:00:00,8172.2,7094.5,3112.1,105.38,105.38,101.38,36121.7,2719.3,36191.4
2024-01-10 11:00:00,7826.0,7097.0,3562.2,102.97,97.85,101.97,36085.6,4023.2,37591.9
2024-01-10 12:00:00,7405.6,7092.9,3681.8,99.99,91.99,97.41,35980.0,4699.2,37720.7
2024-01-10 13:00:00,7796.8,7091.1,4217.1,98.5,87.39,95.5,36189.6,4774.3,38785.9
2024-01-10 14:00:00,7438.7,7091.2,4577.8,94.76,85.12,93.26,35849.8,4619.2,38519.0
2024-01-10 15:00:00,6800.4,7090.0,5029.4,94.73,86.18,93.73,35321.9,4443.4,38277.8
2024-01-10 16:00:00,6475.8,7091.0,4906.6,99.37,86.93,96.39,34986.8,3435.6,37034.2
2024-01-10 17:00:00,6918.9,7093.1,4425.8,102.7,102.7,102.7,35210.3,1347.1,35951.3
2024-01-10 18:00:00,8468.1,7093.3,4068.7,111.29,111.29,111.29,36350.0,107.5,36683.2
2024-01-10 19:00:00,9695.8,7094.3,4132.7,121.4,121.4,121.4,37335.3,71.3,38432.8
2024-01-10 20:00:00,9852.8,7095.1,4554.4,120.0,120.0,122.0,37836.0,52.5,38686.5
2024-01-10 21:00:00,8945.8,7095.6,5166.2,107.71,107.71,107.11,36553.2,47.1,37849.6
2024-01-10 22:00:00,7060.9,7094.8,5972.5,101.32,97.85,99.8,33011.1,47.2,34396.6
2024-01-10 23:00:00,5884.7,6832.5,6194.6,92.68,85.0,88.68,29344.0,47.0,31902.4
2024-01-11 00:00:00,5370.6,7094.2,6971.2,91.75,91.75,90.1,27036.5,47.0,29934.2
2024-01-11 01:00:00,4166.0,7095.1,7602.8,86.18,87.39,87.39,25229.8,47.0,28630.2
2024-01-11 02:00:00,3166.2,7094.8,8073.3,82.1,87.1,88.1,24012.1,47.0,28501.5
2024-01-11 03:00:00,2968.4,7094.7,7658.0,80.0,86.01,86.99,23528.4,47.0,29069.2
2024-01-11 04:00:00,2994.1,7095.4,7360.3,79.6,85.67,83.85,23376.2,47.0,28697.1
2024-01-11 05:00:00,3217.5,7095.6,7226.2,81.1,87.11,85.54,24068.0,47.0,29221.6
2024-01-11 06:00:00,3579.4,7094.2,7093.7,85.91,89.11,89.11,27046.8,47.0,30129.4
2024-01-11 07:00:00,5565.5,7095.6,6630.2,102.05,107.3,103.55,31807.0,44.7,33491.2
2024-01-11 08:00:00,7304.0,7095.1,6175.2,113.84,120.02,113.84,34741.7,92.0,35118.4
2024-01-11 09:00:00,7758.2,7095.7,5391.4,110.0,115.12,110.32,35413.0,2049.3,36553.4
2024-01-11 10:00:00,7176.5,7096.8,4680.9,97.63,100.83,97.64,35433.5,5872.9,38772.4
2024-01-11 11:00:00,6659.0,7097.4,4469.2,86.18,89.8,86.18,34485.1,7882.2,39884.8
2024-01-11 12:00:00,6223.6,7095.8,4456.4,83.89,87.89,84.89,33816.8,8329.7,39313.8
2024-01-11 13:00:00,5861.8,7094.2,4557.7,82.18,85.38,85.0,33824.8,8851.2,39505.0
2024-01-11 14:00:00,4842.7,7093.3,4991.7,83.0,85.0,85.0,33461.4,9218.5,39378.4
