Datetime_hour,MD,Demanda,Gen.Eolica,Gen.Fotovoltaica,MD_lag_24,MD_lag_48,MD_lag_1week,IDA1_lag_24,IDA2_lag_24,Hour,Month,Day_of_week,FTB,FTS,Precio_Gas,Precio_CO2_lag48
2024-02-03 00:00:00,56.44,25367.3,6204.3,0.0,62.95,69.0,64.97,69.25,71.51,0,2,5,61.450,52.580,29.24,60.18
2024-02-03 01:00:00,52.71,23677.3,5596.0,0.0,60.05,60.44,61.06,63.05,59.9,1,2,5,61.450,52.580,29.24,60.18
2024-02-03 02:00:00,51.18,22408.5,5060.5,0.0,58.0,55.1,59.05,62.19,60.0,2,2,5,61.450,52.580,29.24,60.18
2024-02-03 03:00:00,50.83,21695.8,4637.3,0.0,54.69,54.6,55.9,60.99,59.69,3,2,5,61.450,52.580,29.24,60.18
2024-02-03 04:00:00,51.16,21351.0,4365.0,0.0,52.41,53.47,55.9,60.99,57.41,4,2,5,61.450,52.580,29.24,60.18
2024-02-03 05:00:00,52.57,21414.0,4155.0,0.0,55.0,59.82,57.22,61.04,57.5,5,2,5,61.450,52.580,29.24,60.18
2024-02-03 06:00:00,53.5,22334.0,4020.3,0.0,61.0,72.42,59.36,65.14,61.99,6,2,5,61.450,52.580,29.24,60.18
2024-02-03 07:00:00,56.8,23993.0,3858.3,0.0,80.34,88.76,66.19,84.59,80.19,7,2,5,61.450,52.580,29.24,60.18
2024-02-03 08:00:00,63.0,25368.8,3700.3,548.1,90.75,95.76,78.09,91.75,93.64,8,2,5,61.450,52.580,29.24,60.18
2024-02-03 09:00:00,59.1,27093.8,3502.8,5011.4,83.98,88.77,73.4,83.83,83.21,9,2,5,61.450,52.580,29.24,60.18
2024-02-03 10:00:00,53.28,27770.0,3146.8,10474.4,61.42,62.8,62.01,61.42,60.99,10,2,5,61.450,52.580,29.24,60.18
2024-02-03 11:00:00,45.27,27206.5,2897.5,12316.2,54.0,55.98,54.4,54.0,56.0,11,2,5,61.450,52.580,29.24,60.18
2024-02-03 12:00:00,41.58,26413.5,2729.5,12787.2,54.0,54.44,47.0,56.0,59.4,12,2,5,61.450,52.580,29.24,60.18
2024-02-03 13:00:00,39.81,26393.8,2573.5,12948.2,55.5,54.0,47.7,57.0,62.49,13,2,5,61.450,52.580,29.24,60.18
2024-02-03 14:00:00,41.76,26173.8,2422.5,12909.4,53.3,54.44,47.5,56.0,62.49,14,2,5,61.450,52.580,29.24,60.18
2024-02-03 15:00:00,46.44,25534.8,2265.8,12561.9,55.91,54.6,47.0,55.91,62.49,15,2,5,61.450,52.580,29.24,60.18
2024-02-03 16:00:00,53.0,25283.8,2153.0,10301.8,55.5,60.44,55.2,57.49,60.99,16,2,5,61.450,52.580,29.24,60.18
2024-02-03 17:00:00,64.87,25691.8,2100.8,5513.6,70.95,76.0,74.43,71.29,70.95,17,2,5,61.450,52.580,29.24,60.18
2024-02-03 18:00:00,81.43,27158.0,2118.5,796.9,80.16,101.89,95.97,80.15,79.89,18,2,5,61.450,52.580,29.24,60.18
2024-02-03 19:00:00,87.76,28850.3,2200.8,0.0,83.83,99.05,92.51,79.0,78.67,19,2,5,61.450,52.580,29.24,60.18
2024-02-03 20:00:00,95.68,29737.0,2269.0,0.0,83.98,94.0,92.53,79.22,78.5,20,2,5,61.450,52.580,29.24,60.18
2024-02-03 21:00:00,92.71,29543.5,2295.8,0.0,76.46,83.66,89.5,77.71,75.47,21,2,5,61.450,52.580,29.24,60.18
2024-02-03 22:00:00,86.11,27484.0,2303.0,0.0,68.44,82.13,75.97,63.44,61.95,22,2,5,61.450,52.580,29.24,60.18
2024-02-03 23:00:00,70.79,25320.5,2259.3,0.0,55.0,71.19,72.7,55.11,52.01,23,2,5,61.450,52.580,29.24,60.18
2024-02-04 00:00:00,66.62,23314.5,2082.5,0.0,56.44,62.95,62.03,65.32,59.82,0,2,6,55.180,42.180,28.46,61.27
2024-02-04 01:00:00,64.78,21825.3,2047.0,0.0,52.71,60.05,58.2,61.59,59.9,1,2,6,55.180,42.180,28.46,61.27
2024-02-04 02:00:00,64.91,20591.5,1971.8,0.0,51.18,58.0,52.9,60.06,55.18,2,2,6,55.180,42.180,28.46,61.27
2024-02-04 03:00:00,63.92,19889.0,1930.5,0.0,50.83,54.69,47.21,54.93,53.83,3,2,6,55.180,42.180,28.46,61.27
2024-02-04 04:00:00,61.75,19577.0,1722.5,0.0,51.16,52.41,44.0,60.04,55.06,4,2,6,55.180,42.180,28.46,61.27
2024-02-04 05:00:00,61.75,19585.3,1573.0,0.0,52.57,55.0,43.2,61.35,56.47,5,2,6,55.180,42.180,28.46,61.27
2024-02-04 06:00:00,60.0,20138.5,1508.8,0.0,53.5,61.0,47.05,63.07,59.9,6,2,6,55.180,42.180,28.46,61.27
2024-02-04 07:00:00,59.8,20950.5,1500.3,0.0,56.8,80.34,51.4,62.0,59.9,7,2,6,55.180,42.180,28.46,61.27
2024-02-04 08:00:00,63.92,21741.3,1505.5,627.7,63.0,90.75,55.29,70.71,63.02,8,2,6,55.180,42.180,28.46,61.27
2024-02-04 09:00:00,53.0,23132.0,1522.8,5309.5,59.1,83.98,55.1,62.1,59.0,9,2,6,55.180,42.180,28.46,61.27
2024-02-04 10:00:00,44.7,24032.5,1410.5,10905.2,53.28,61.42,42.0,53.28,58.18,10,2,6,55.180,42.180,28.46,61.27
2024-02-04 11:00:00,40.0,23977.3,1314.8,12723.6,45.27,54.0,37.0,50.27,59.34,11,2,6,55.180,42.180,28.46,61.27
2024-02-04 12:00:00,34.28,23452.5,1247.3,13155.5,41.58,54.0,42.0,46.68,47.48,12,2,6,55.180,42.180,28.46,61.27
2024-02-04 13:00:00,35.65,23923.5,1214.8,13266.6,39.81,55.5,39.93,42.81,41.81,13,2,6,55.180,42.180,28.46,61.27
2024-02-04 14:00:00,35.0,24044.0,1157.0,13258.3,41.76,53.3,40.09,46.76,47.66,14,2,6,55.180,42.180,28.46,61.27
2024-02-04 15:00:00,32.0,23326.8,1096.5,12798.9,46.44,55.91,38.03,50.44,55.22,15,2,6,55.180,42.180,28.46,61.27
2024-02-04 16:00:00,43.35,23158.5,1049.0,10374.1,53.0,55.5,43.12,53.2,57.9,16,2,6,55.180,42.180,28.46,61.27
2024-02-04 17:00:00,54.93,23777.5,999.3,5709.1,64.87,70.95,60.8,68.07,64.0,17,2,6,55.180,42.180,28.46,61.27
2024-02-04 18:00:00,77.5,25709.3,984.5,812.8,81.43,80.16,71.14,85.43,82.43,18,2,6,55.180,42.180,28.46,61.27
2024-02-04 19:00:00,89.0,27906.3,1007.8,0.0,87.76,83.83,71.55,87.76,85.76,19,2,6,55.180,42.180,28.46,61.27
2024-02-04 20:00:00,129.81,29397.3,1011.8,0.0,95.68,83.98,69.87,95.68,94.69,20,2,6,55.180,42.180,28.46,61.27
2024-02-04 21:00:00,119.77,29299.8,1004.3,0.0,92.71,76.46,63.11,92.71,91.72,21,2,6,55.180,42.180,28.46,61.27
2024-02-04 22:00:00,82.94,27475.0,1025.3,0.0,86.11,68.44,60.34,86.11,85.96,22,2,6,55.180,42.180,28.46,61.27
2024-02-04 23:00:00,75.0,25035.5,1061.8,0.0,70.79,55.0,56.0,72.0,70.78,23,2,6,55.180,42.180,28.46,61.27
2024-02-05 00:00:00,71.66,22831.3,1101.0,0.0,66.62,56.44,49.97,56.62,58.9,0,2,0,44.820,37.370,28.15,61.27
2024-02-05 01:00:00,73.0,21604.5,1086.8,0.0,64.78,52.71,47.26,54.78,54.78,1,2,0,44.820,37.370,28.15,61.27
2024-02-05 02:00:00,69.1,20685.3,1047.3,0.0,64.91,51.18,48.12,55.0,54.92,2,2,0,44.820,37.370,28.15,61.27
2024-02-05 03:00:00,67.87,20318.5,1026.3,0.0,63.92,50.83,47.97,54.92,54.9,3,2,0,44.820,37.370,28.15,61.27
2024-02-05 04:00:00,67.87,20490.5,997.8,0.0,61.75,51.16,51.58,53.75,53.75,4,2,0,44.820,37.370,28.15,61.27
2024-02-05 05:00:00,69.78,21456.0,953.0,0.0,61.75,52.57,60.06,53.75,53.75,5,2,0,44.820,37.370,28.15,61.27
2024-02-05 06:00:00,73.22,24641.0,928.0,0.0,60.0,53.5,80.66,53.9,55.0,6,2,0,44.820,37.370,28.15,61.27
2024-02-05 07:00:00,83.15,29295.5,896.8,2.5,59.8,56.8,88.7,58.6,54.9,7,2,0,44.820,37.370,28.15,61.27
2024-02-05 08:00:00,98.59,31816.8,863.3,534.0,63.92,63.0,99.26,54.92,56.5,8,2,0,44.820,37.370,28.15,61.27
2024-02-05 09:00:00,87.36,32083.8,800.0,4136.1,53.0,59.1,88.39,51.99,55.89,9,2,0,44.820,37.370,28.15,61.27
2024-02-05 10:00:00,76.68,31653.0,745.8,8790.5,44.7,53.28,78.9,45.25,47.6,10,2,0,44.820,37.370,28.15,61.27
2024-02-05 11:00:00,69.74,30968.5,654.0,10821.2,40.0,45.27,71.27,40.0,42.0,11,2,0,44.820,37.370,28.15,61.27
2024-02-05 12:00:00,60.0,29982.8,605.8,11405.9,34.28,41.58,70.24,35.28,34.26,12,2,0,44.820,37.370,28.15,61.27
2024-02-05 13:00:00,50.0,29973.5,628.0,11519.7,35.65,39.81,73.81,35.7,35.65,13,2,0,44.820,37.370,28.15,61.27
2024-02-05 14:00:00,51.0,29615.3,656.8,11175.3,35.0,41.76,78.03,35.7,35.0,14,2,0,44.820,37.370,28.15,61.27
2024-02-05 15:00:00,59.71,29386.0,675.8,10351.4,32.0,46.44,78.78,32.0,31.98,15,2,0,44.820,37.370,28.15,61.27
2024-02-05 16:00:00,68.8,29437.0,699.8,7699.5,43.35,53.0,82.87,43.35,46.24,16,2,0,44.820,37.370,28.15,61.27
2024-02-05 17:00:00,76.44,29955.8,790.0,3565.1,54.93,64.87,89.86,55.0,57.83,17,2,0,44.820,37.370,28.15,61.27
2024-02-05 18:00:00,89.13,31345.5,941.5,480.6,77.5,81.43,110.0,78.19,85.86,18,2,0,44.820,37.370,28.15,61.27
2024-02-05 19:00:00,129.47,33390.3,1058.0,0.0,89.0,87.76,107.52,89.0,88.85,19,2,0,44.820,37.370,28.15,61.27
2024-02-05 20:00:00,181.26,34384.3,1098.3,0.0,129.81,95.68,108.5,133.57,125.45,20,2,0,44.820,37.370,28.15,61.27
2024-02-05 21:00:00,111.36,33251.5,1196.5,0.0,119.77,92.71,92.18,121.27,114.78,21,2,0,44.820,37.370,28.15,61.27
2024-02-05 22:00:00,81.06,29944.3,1243.5,0.0,82.94,86.11,87.0,83.94,77.9,22,2,0,44.820,37.370,28.15,61.27
2024-02-05 23:00:00,75.75,26932.0,1333.8,0.0,75.0,70.79,80.29,77.73,75.05,23,2,0,44.820,37.370,28.15,61.27
2024-02-06 00:00:00,74.5,25272.0,1618.5,0.0,71.66,66.62,71.94,71.66,61.66,0,2,1,45.400,37.580,28.78,61.27
2024-02-06 01:00:00,75.0,23753.0,1814.5,0.0,73.0,64.78,68.64,70.16,58.0,1,2,1,45.400,37.580,28.78,61.27
2024-02-06 02:00:00,70.75,22741.0,1907.0,0.0,69.1,64.91,69.37,68.1,55.9,2,2,1,45.400,37.580,28.78,61.27
2024-02-06 03:00:00,68.88,22368.3,2183.8,0.0,67.87,63.92,65.1,64.0,55.9,3,2,1,45.400,37.580,28.78,61.27
2024-02-06 04:00:00,65.1,22379.3,2139.0,0.0,67.87,61.75,64.0,64.88,55.9,4,2,1,45.400,37.580,28.78,61.27
2024-02-06 05:00:00,68.88,23075.0,2275.8,0.0,69.78,61.75,69.37,66.0,55.59,5,2,1,45.400,37.580,28.78,61.27
2024-02-06 06:00:00,74.5,26052.5,2477.8,0.0,73.22,60.0,79.02,70.27,63.2,6,2,1,45.400,37.580,28.78,61.27
2024-02-06 07:00:00,82.06,30636.0,2753.8,1.0,83.15,59.8,91.04,83.0,77.0,7,2,1,45.400,37.580,28.78,61.27
2024-02-06 08:00:00,121.06,32755.3,2802.5,292.0,98.59,63.92,95.95,108.19,104.0,8,2,1,45.400,37.580,28.78,61.27
2024-02-06 09:00:00,96.06,32714.3,2891.3,2508.3,87.36,53.0,88.7,92.36,87.36,9,2,1,45.400,37.580,28.78,61.27
2024-02-06 10:00:00,79.61,32316.8,2805.8,6319.9,76.68,44.7,77.15,83.43,76.68,10,2,1,45.400,37.580,28.78,61.27
2024-02-06 11:00:00,72.48,31402.8,2822.5,8361.1,69.74,40.0,70.1,80.74,69.74,11,2,1,45.400,37.580,28.78,61.27
2024-02-06 12:00:00,71.0,30609.3,3167.8,9592.9,60.0,34.28,68.1,71.0,57.0,12,2,1,45.400,37.580,28.78,61.27
2024-02-06 13:00:00,56.47,30441.8,4021.3,10330.4,50.0,35.65,68.23,58.4,52.5,13,2,1,45.400,37.580,28.78,61.27
2024-02-06 14:00:00,51.5,29950.0,4848.5,10403.3,51.0,35.0,71.93,60.0,53.5,14,2,1,45.400,37.580,28.78,61.27
2024-02-06 15:00:00,56.44,29608.0,5561.3,10019.8,59.71,32.0,71.95,70.71,55.24,15,2,1,45.400,37.580,28.78,61.27
2024-02-06 16:00:00,61.33,29656.5,6073.8,8256.5,68.8,43.35,78.89,77.5,68.8,16,2,1,45.400,37.580,28.78,61.27
2024-02-06 17:00:00,71.0,30235.3,6549.8,4327.2,76.44,54.93,88.83,81.87,76.46,17,2,1,45.400,37.580,28.78,61.27
2024-02-06 18:00:00,78.77,31636.0,7209.3,686.7,89.13,77.5,99.76,94.13,89.13,18,2,1,45.400,37.580,28.78,61.27
2024-02-06 19:00:00,89.01,33691.0,7955.0,0.0,129.47,89.0,107.0,129.47,126.0,19,2,1,45.400,37.580,28.78,61.27
2024-02-06 20:00:00,88.87,34623.0,8691.5,0.0,181.26,129.81,123.22,181.26,179.26,20,2,1,45.400,37.580,28.78,61.27
2024-02-06 21:00:00,78.28,33542.3,9356.0,0.0,111.36,119.77,95.06,110.36,101.36,21,2,1,45.400,37.580,28.78,61.27
2024-02-06 22:00:00,69.03,30376.3,9901.3,0.0,81.06,82.94,88.7,81.06,77.33,22,2,1,45.400,37.580,28.78,61.27
2024-02-06 23:00:00,56.09,27333.5,10348.3,0.0,75.75,75.0,78.78,82.4,75.9,23,2,1,45.400,37.580,28.78,61.27
2024-02-07 00:00:00,41.7,25352.3,10398.5,0.0,74.5,71.66,74.09,74.07,73.0,0,2,2,35.000,25.900,28.67,60.55
2024-02-07 01:00:00,39.0,23824.0,10519.8,0.0,75.0,73.0,71.48,70.9,73.55,1,2,2,35.000,25.900,28.67,60.55
2024-02-07 02:00:00,37.45,22732.5,10671.3,0.0,70.75,69.1,70.89,65.75,70.75,2,2,2,35.000,25.900,28.67,60.55
2024-02-07 03:00:00,33.21,22333.5,10818.8,0.0,68.88,67.87,69.82,62.89,68.88,3,2,2,35.000,25.900,28.67,60.55
2024-02-07 04:00:00,21.01,22344.3,10944.3,0.0,65.1,67.87,69.25,60.49,65.1,4,2,2,35.000,25.900,28.67,60.55
2024-02-07 05:00:00,38.0,23123.0,11034.0,0.0,68.88,69.78,74.01,63.18,68.88,5,2,2,35.000,25.900,28.67,60.55
2024-02-07 06:00:00,47.28,26006.0,10942.8,0.0,74.5,73.22,84.44,70.2,73.55,6,2,2,35.000,25.900,28.67,60.55
2024-02-07 07:00:00,69.99,30332.5,10784.8,5.1,82.06,83.15,93.29,82.06,80.0,7,2,2,35.000,25.900,28.67,60.55
2024-02-07 08:00:00,74.49,32368.8,10641.5,462.0,121.06,98.59,120.23,118.05,118.0,8,2,2,35.000,25.900,28.67,60.55
2024-02-07 09:00:00,68.61,32661.5,10349.5,2947.2,96.06,87.36,93.23,91.06,90.0,9,2,2,35.000,25.900,28.67,60.55
2024-02-07 10:00:00,66.04,32259.3,10203.8,5978.7,79.61,76.68,82.98,77.62,76.28,10,2,2,35.000,25.900,28.67,60.55
2024-02-07 11:00:00,59.2,31468.5,10300.3,7624.2,72.48,69.74,72.19,71.49,70.48,11,2,2,35.000,25.900,28.67,60.55
2024-02-07 12:00:00,45.0,30648.5,10652.3,8454.3,71.0,60.0,70.01,69.46,70.9,12,2,2,35.000,25.900,28.67,60.55
2024-02-07 13:00:00,40.4,30631.0,11645.3,8903.9,56.47,50.0,66.5,56.63,56.67,13,2,2,35.000,25.900,28.67,60.55
2024-02-07 14:00:00,35.0,30095.3,12174.8,8823.8,51.5,51.0,65.8,52.37,51.5,14,2,2,35.000,25.900,28.67,60.55
2024-02-07 15:00:00,28.33,29690.0,12485.3,8309.1,56.44,59.71,64.95,56.72,56.72,15,2,2,35.000,25.900,28.67,60.55
2024-02-07 16:00:00,37.45,29793.0,12530.5,6612.9,61.33,68.8,66.26,62.42,61.33,16,2,2,35.000,25.900,28.67,60.55
2024-02-07 17:00:00,41.0,30325.8,12406.0,3311.2,71.0,76.44,77.0,71.1,73.9,17,2,2,35.000,25.900,28.67,60.55
2024-02-07 18:00:00,57.84,31635.0,12267.3,489.1,78.77,89.13,91.0,78.78,82.27,18,2,2,35.000,25.900,28.67,60.55
2024-02-07 19:00:00,72.76,33534.5,12205.3,0.0,89.01,129.47,119.47,88.02,89.01,19,2,2,35.000,25.900,28.67,60.55
2024-02-07 20:00:00,76.89,34537.3,12256.3,0.0,88.87,181.26,168.35,88.12,88.87,20,2,2,35.000,25.900,28.67,60.55
2024-02-07 21:00:00,67.72,33541.5,12374.5,0.0,78.28,111.36,94.54,78.4,79.17,21,2,2,35.000,25.900,28.67,60.55
2024-02-07 22:00:00,58.42,30345.5,12478.0,0.0,69.03,81.06,85.0,70.61,72.6,22,2,2,35.000,25.900,28.67,60.55
2024-02-07 23:00:00,45.8,27304.0,12624.5,0.0,56.09,75.75,77.52,61.7,65.6,23,2,2,35.000,25.900,28.67,60.55
2024-02-08 00:00:00,46.73,25347.0,13555.3,0.0,41.7,74.5,69.0,53.6,51.7,0,2,3,45.110,38.910,27.7,61.44
2024-02-08 01:00:00,39.0,23672.8,13609.5,0.0,39.0,75.0,60.44,47.9,50.22,1,2,3,45.110,38.910,27.7,61.44
2024-02-08 02:00:00,33.8,22697.5,13497.3,0.0,37.45,70.75,55.1,42.75,45.45,2,2,3,45.110,38.910,27.7,61.44
2024-02-08 03:00:00,32.45,22312.3,13261.5,0.0,33.21,68.88,54.6,39.11,41.21,3,2,3,45.110,38.910,27.7,61.44
2024-02-08 04:00:00,31.7,22301.0,12774.5,0.0,21.01,65.1,53.47,26.0,36.01,4,2,3,45.110,38.910,27.7,61.44
2024-02-08 05:00:00,32.45,22988.5,12301.3,0.0,38.0,68.88,59.82,42.23,48.0,5,2,3,45.110,38.910,27.7,61.44
2024-02-08 06:00:00,41.5,25853.0,11979.3,0.0,47.28,74.5,72.42,51.27,50.57,6,2,3,45.110,38.910,27.7,61.44
2024-02-08 07:00:00,50.0,30348.5,12002.3,1.8,69.99,82.06,88.76,69.99,69.99,7,2,3,45.110,38.910,27.7,61.44
2024-02-08 08:00:00,57.0,32219.5,11986.5,415.3,74.49,121.06,95.76,75.75,79.49,8,2,3,45.110,38.910,27.7,61.44
2024-02-08 09:00:00,42.13,32358.8,11728.8,2773.1,68.61,96.06,88.77,70.84,68.61,9,2,3,45.110,38.910,27.7,61.44
2024-02-08 10:00:00,37.0,31676.3,11382.8,5553.1,66.04,79.61,62.8,66.04,65.14,10,2,3,45.110,38.910,27.7,61.44
2024-02-08 11:00:00,35.22,30897.5,11603.8,6707.1,59.2,72.48,55.98,59.2,59.2,11,2,3,45.110,38.910,27.7,61.44
2024-02-08 12:00:00,38.0,30278.3,12099.3,7096.8,45.0,71.0,54.44,47.05,53.17,12,2,3,45.110,38.910,27.7,61.44
2024-02-08 13:00:00,31.7,29919.8,12986.8,6547.4,40.4,56.47,54.0,43.9,50.4,13,2,3,45.110,38.910,27.7,61.44
2024-02-08 14:00:00,33.8,29464.5,13829.8,5797.9,35.0,51.5,54.44,38.5,45.0,14,2,3,45.110,38.910,27.7,61.44
2024-02-08 15:00:00,33.08,29174.5,14571.0,4695.5,28.33,56.44,54.6,34.23,40.12,15,2,3,45.110,38.910,27.7,61.44
2024-02-08 16:00:00,39.4,29268.5,15281.3,2986.9,37.45,61.33,60.44,42.1,50.22,16,2,3,45.110,38.910,27.7,61.44
2024-02-08 17:00:00,41.5,29777.3,15898.8,1183.2,41.0,71.0,76.0,45.23,56.17,17,2,3,45.110,38.910,27.7,61.44
2024-02-08 18:00:00,44.23,31080.5,16400.0,171.4,57.84,78.77,101.89,62.55,66.28,18,2,3,45.110,38.910,27.7,61.44
2024-02-08 19:00:00,40.0,33127.3,16664.5,0.0,72.76,89.01,99.05,70.66,72.48,19,2,3,45.110,38.910,27.7,61.44
2024-02-08 20:00:00,40.5,34123.3,16804.0,0.0,76.89,88.87,94.0,73.85,75.0,20,2,3,45.110,38.910,27.7,61.44
2024-02-08 21:00:00,37.94,33144.0,17086.5,0.0,67.72,78.28,83.66,65.41,64.51,21,2,3,45.110,38.910,27.7,61.44
2024-02-08 22:00:00,40.19,30024.5,17236.5,0.0,58.42,69.03,82.13,57.42,54.54,22,2,3,45.110,38.910,27.7,61.44
2024-02-08 23:00:00,28.7,27060.5,17302.8,0.0,45.8,56.09,71.19,45.8,45.8,23,2,3,45.110,38.910,27.7,61.44
2024-02-09 00:00:00,22.04,25465.5,17856.0,0.0,46.73,41.7,62.95,47.2,48.18,0,2,4,35.000,29.950,27.39,60.3
2024-02-09 01:00:00,11.17,23933.8,17510.0,0.0,39.0,39.0,60.05,44.4,47.0,1,2,4,35.000,29.950,27.39,60.3
2024-02-09 02:00:00,5.0,22910.5,17136.8,0.0,33.8,37.45,58.0,38.0,41.8,2,2,4,35.000,29.950,27.39,60.3
2024-02-09 03:00:00,3.2,22509.5,16703.8,0.0,32.45,33.21,54.69,34.44,37.44,3,2,4,35.000,29.950,27.39,60.3
2024-02-09 04:00:00,3.2,22474.8,16254.0,0.0,31.7,21.01,52.41,36.7,39.7,4,2,4,35.000,29.950,27.39,60.3
2024-02-09 05:00:00,11.14,23169.3,15695.8,0.0,32.45,38.0,55.0,37.04,41.69,5,2,4,35.000,29.950,27.39,60.3
2024-02-09 06:00:00,29.62,25889.5,15090.8,0.0,41.5,47.28,61.0,41.5,41.85,6,2,4,35.000,29.950,27.39,60.3
2024-02-09 07:00:00,48.92,30134.3,14429.5,1.0,50.0,69.99,80.34,55.0,55.0,7,2,4,35.000,29.950,27.39,60.3
2024-02-09 08:00:00,57.84,31910.3,13781.0,114.2,57.0,74.49,90.75,62.21,65.21,8,2,4,35.000,29.950,27.39,60.3
2024-02-09 09:00:00,65.0,32185.3,13309.0,849.6,42.13,68.61,83.98,45.61,47.13,9,2,4,35.000,29.950,27.39,60.3
2024-02-09 10:00:00,66.35,31803.0,13000.8,1960.9,37.0,66.04,61.42,42.5,44.99,10,2,4,35.000,29.950,27.39,60.3
2024-02-09 11:00:00,57.84,31119.5,12579.8,2923.8,35.22,59.2,54.0,36.22,42.22,11,2,4,35.000,29.950,27.39,60.3
2024-02-09 12:00:00,50.56,30370.3,12206.8,3598.2,38.0,45.0,54.0,35.0,40.0,12,2,4,35.000,29.950,27.39,60.3
2024-02-09 13:00:00,46.73,30279.3,12243.5,3620.6,31.7,40.4,55.5,31.7,36.7,13,2,4,35.000,29.950,27.39,60.3
2024-02-09 14:00:00,47.99,29807.8,12148.5,3401.7,33.8,35.0,53.3,35.79,37.18,14,2,4,35.000,29.950,27.39,60.3
2024-02-09 15:00:00,46.73,29339.0,12253.8,3190.0,33.08,28.33,55.91,35.08,36.39,15,2,4,35.000,29.950,27.39,60.3
2024-02-09 16:00:00,44.99,29294.0,12887.8,2942.3,39.4,37.45,55.5,41.39,43.39,16,2,4,35.000,29.950,27.39,60.3
2024-02-09 17:00:00,42.0,29694.8,13736.5,1711.1,41.5,41.0,70.95,41.5,44.5,17,2,4,35.000,29.950,27.39,60.3
2024-02-09 18:00:00,44.46,30925.3,14563.3,352.8,44.23,57.84,80.16,42.43,40.33,18,2,4,35.000,29.950,27.39,60.3
2024-02-09 19:00:00,59.95,32710.0,15244.0,0.0,40.0,72.76,83.83,43.0,41.85,19,2,4,35.000,29.950,27.39,60.3
2024-02-09 20:00:00,66.35,33383.3,15698.5,0.0,40.5,76.89,83.98,44.5,41.85,20,2,4,35.000,29.950,27.39,60.3
2024-02-09 21:00:00,55.02,32336.3,16065.8,0.0,37.94,67.72,76.46,42.94,41.85,21,2,4,35.000,29.950,27.39,60.3
2024-02-09 22:00:00,43.13,29471.5,16306.3,0.0,40.19,58.42,68.44,42.18,40.19,22,2,4,35.000,29.950,27.39,60.3
2024-02-09 23:00:00,35.0,26875.5,16672.0,0.0,28.7,45.8,55.0,36.7,33.7,23,2,4,35.000,29.950,27.39,60.3
2024-02-10 00:00:00,26.78,25381.8,15688.8,0.0,22.04,46.73,56.44,33.11,45.66,0,2,5,20.540,11.300,27.3,58.89
2024-02-10 01:00:00,14.0,23751.8,16021.5,0.0,11.17,39.0,52.71,16.17,25.0,1,2,5,20.540,11.300,27.3,58.89
2024-02-10 02:00:00,5.0,22524.5,16443.5,0.0,5.0,33.8,51.18,7.99,12.99,2,2,5,20.540,11.300,27.3,58.89
2024-02-10 03:00:00,3.2,21863.0,16902.5,0.0,3.2,32.45,50.83,3.2,5.0,3,2,5,20.540,11.300,27.3,58.89
2024-02-10 04:00:00,3.2,21496.8,17363.8,0.0,3.2,31.7,51.16,3.2,3.2,4,2,5,20.540,11.300,27.3,58.89
2024-02-10 05:00:00,3.2,21423.8,17800.5,0.0,11.14,32.45,52.57,16.14,21.14,5,2,5,20.540,11.300,27.3,58.89
2024-02-10 06:00:00,3.2,22073.0,18038.3,0.0,29.62,41.5,53.5,34.74,44.35,6,2,5,20.540,11.300,27.3,58.89
2024-02-10 07:00:00,3.2,23608.0,17986.3,1.5,48.92,50.0,56.8,60.01,58.66,7,2,5,20.540,11.300,27.3,58.89
2024-02-10 08:00:00,3.2,24894.8,17844.8,486.6,57.84,57.0,63.0,60.84,60.31,8,2,5,20.540,11.300,27.3,58.89
2024-02-10 09:00:00,3.2,26652.8,17609.0,3744.3,65.0,42.13,59.1,65.93,65.0,9,2,5,20.540,11.300,27.3,58.89
2024-02-10 10:00:00,0.43,27415.3,17877.5,7668.7,66.35,37.0,53.28,68.35,64.05,10,2,5,20.540,11.300,27.3,58.89
2024-02-10 11:00:00,0.0,27269.3,18405.8,9537.1,57.84,35.22,45.27,60.83,57.0,11,2,5,20.540,11.300,27.3,58.89
2024-02-10 12:00:00,0.0,26723.8,18772.3,10110.2,50.56,38.0,41.58,56.54,54.73,12,2,5,20.540,11.300,27.3,58.89
2024-02-10 13:00:00,0.0,26750.0,19114.8,10209.6,46.73,31.7,39.81,51.73,46.73,13,2,5,20.540,11.300,27.3,58.89
2024-02-10 14:00:00,0.0,26590.8,19182.0,10096.1,47.99,33.8,41.76,53.97,50.99,14,2,5,20.540,11.300,27.3,58.89
2024-02-10 15:00:00,0.0,25981.8,19083.8,9795.3,46.73,33.08,46.44,54.49,51.73,15,2,5,20.540,11.300,27.3,58.89
2024-02-10 16:00:00,0.0,25652.0,18760.0,8650.2,44.99,39.4,53.0,53.98,49.99,16,2,5,20.540,11.300,27.3,58.89
2024-02-10 17:00:00,0.43,26032.0,18283.0,4868.4,42.0,41.5,64.87,47.98,46.66,17,2,5,20.540,11.300,27.3,58.89
2024-02-10 18:00:00,3.2,27520.5,17754.8,841.1,44.46,44.23,81.43,50.01,51.01,18,2,5,20.540,11.300,27.3,58.89
2024-02-10 19:00:00,25.01,29160.0,17403.0,0.0,59.95,40.0,87.76,63.16,62.0,19,2,5,20.540,11.300,27.3,58.89
2024-02-10 20:00:00,36.46,29789.0,17080.8,0.0,66.35,40.5,95.68,69.34,66.35,20,2,5,20.540,11.300,27.3,58.89
